UUID,Automotive,Ent,Finance,Games,Health,Hobbies,Life,News,Parent,Property,Sports,Tech,Travel,Women
uuid_19309,0,0,0.99873257,0,0,0,0,0,0,0,0,0,0.00126743,0
uuid_19310,0.01308411,0.00373832,0.02990654,0,0.00934579,0,0.00373832,0.01495327,0.00560748,0.28971963,0,0.60747664,0.00934579,0.01308411
uuid_19311,0,0.02027027,0.00675676,0.80405405,0,0,0.05405405,0.0472973,0,0.01351351,0,0.03378378,0,0.02027027
uuid_19312,0.04557641,0.01608579,0.10991957,0,0.07774799,0,0.01608579,0.54959786,0.0536193,0,0,0.00536193,0.04289544,0.08310992
uuid_19313,0.00130039,0.56697009,0,0,0,0.00130039,0.00520156,0.00260078,0,0,0.00130039,0.01170351,0.37711313,0.03250975
uuid_19314,0,0.02658228,0.77088608,0,0.00126582,0.00126582,0.00253165,0.01898734,0.00506329,0.00379747,0,0.16582278,0,0.00379747
uuid_19315,0.02916667,0.04375,0.08541667,0,0,0,0.02291667,0.26666667,0.00208333,0.00833333,0.02291667,0.51458333,0,0.00416667
uuid_19316,0.28096118,0.00184843,0,0,0,0.05545287,0.65804067,0.00369686,0,0,0,0,0,0
uuid_19317,0,0.25625,0,0,0,0.225,0,0,0,0,0.13125,0.05,0,0.3375
uuid_19318,0,0,0,0.005,0,0.01,0,0.015,0,0,0,0.94,0,0.03
uuid_19319,0,0.00102145,0.0020429,0,0.00102145,0,0,0.9959142,0,0,0,0,0,0
uuid_19320,0,0.0056338,0,0,0,0,0.97464789,0,0.01126761,0,0,0,0,0.0084507
uuid_19321,0,0,1,0,0,0,0,0,0,0,0,0,0,0
uuid_19322,0,0.12540193,0,0,0,0,0,0.00178635,0.00071454,0,0.87209718,0,0,0
uuid_19323,0,0.00469484,0,0.84507042,0,0,0.05633803,0.00938967,0,0,0,0,0.00469484,0.07981221
uuid_19324,0,0.71119134,0.02527076,0,0,0,0,0.01083032,0,0,0.05415162,0,0.11913357,0.07942238
uuid_19325,0,0.08558559,0,0,0,0,0.08108108,0.59009009,0,0,0.18918919,0.01801802,0.02702703,0.00900901
uuid_19326,0,0.01941748,0.00161812,0,0,0.97087379,0,0.00161812,0.00323625,0,0,0.00323625,0,0
uuid_19327,0.00229885,0.08275862,0.24367816,0,0,0.0045977,0.05747126,0.48275862,0,0.04367816,0.01149425,0.01149425,0,0.05977011
uuid_19328,0,0.00140845,0,0.9943662,0,0,0,0.00140845,0,0,0.0028169,0,0,0
uuid_19329,0,0.00392157,0,0,0,0,0.95686275,0.00392157,0,0,0,0,0.02352941,0.01176471
uuid_19330,0,0.01958525,0,0.97580645,0,0.00115207,0,0.00115207,0,0,0,0.00230415,0,0
uuid_19331,0.00212314,0.00424628,0.09766454,0.00212314,0,0.00636943,0.5626327,0.27388535,0,0.00212314,0.00636943,0.00636943,0.03184713,0.00424628
uuid_19332,0,0.97932817,0,0,0,0,0.00516796,0.01550388,0,0,0,0,0,0
uuid_19333,0,0,0.99865483,0,0,0,0,0.00026903,0.00026903,0,0,0,0,0.0008071
uuid_19334,0,0,0.00027012,0,0,0,0.99972988,0,0,0,0,0,0,0
uuid_19335,0,0.98933333,0,0,0,0,0.01066667,0,0,0,0,0,0,0
uuid_19336,0,0.00367647,0,0.96323529,0,0,0.00367647,0,0.02205882,0,0,0.00367647,0,0.00367647
uuid_19337,0,0.39633028,0,0.60366972,0,0,0,0,0,0,0,0,0,0
uuid_19338,0.16176471,0.08823529,0,0,0,0.125,0.08088235,0.30147059,0.02205882,0,0.22058824,0,0,0
uuid_19339,0.00533333,0.392,0.02933333,0,0.00266667,0,0.30933333,0.02133333,0,0.00266667,0.056,0.11466667,0.056,0.01066667
uuid_19340,0.00153374,0,0.66871166,0,0.00460123,0,0,0.30674847,0.00460123,0,0,0,0.00460123,0.00920245
uuid_19341,0,0.07027027,0,0,0,0.09189189,0,0.00540541,0,0,0.83243243,0,0,0
uuid_19342,0,0.00944882,0.8488189,0,0,0,0.04566929,0.0015748,0.03779528,0,0,0,0.05669291,0
uuid_19343,0,0.50241546,0.00322061,0,0,0.14492754,0.00161031,0.2705314,0,0.00161031,0,0.07407407,0,0.00161031
uuid_19344,0,0.05691057,0,0,0,0.61382114,0.03252033,0.22357724,0,0,0.06910569,0.00406504,0,0
uuid_19345,0.00361011,0.09025271,0.17689531,0.01083032,0,0,0.32129964,0.22021661,0.00361011,0.01805054,0.07942238,0.00361011,0.02888087,0.0433213
uuid_19346,0,0.21454545,0.00363636,0.02909091,0,0.01818182,0.03636364,0.01090909,0,0.02181818,0.09090909,0.51272727,0.00727273,0.05454545
uuid_19347,0,0.00286533,0,0,0,0.36962751,0.01432665,0,0,0,0.59598854,0.01719198,0,0
uuid_19348,0,0,1,0,0,0,0,0,0,0,0,0,0,0
uuid_19349,0,0.83128834,0,0,0,0,0,0,0.15644172,0,0,0,0,0.01226994
uuid_19350,0,0.00503778,0,0,0,0.99496222,0,0,0,0,0,0,0,0
uuid_19351,0.0312989,0,0.73239437,0.01564945,0.01095462,0,0.08920188,0.0657277,0.0172144,0.00156495,0,0,0.01095462,0.02503912
uuid_19352,0,0.96969697,0,0,0,0.00757576,0,0,0,0,0,0.02272727,0,0
uuid_19353,0,0,1,0,0,0,0,0,0,0,0,0,0,0
uuid_19354,0,0.96650718,0,0.01435407,0,0.00956938,0.00956938,0,0,0,0,0,0,0
uuid_19355,0,0.9980139,0,0.0019861,0,0,0,0,0,0,0,0,0,0
uuid_19356,0,0.0785124,0.00413223,0.49173554,0,0.42561983,0,0,0,0,0,0,0,0
uuid_19357,0,0,0,0,0,0,0,0,0,0,0,1,0,0
uuid_19358,0,0.0158371,0,0.00226244,0,0,0.90723982,0.00678733,0,0,0.01809955,0.04524887,0.00452489,0
uuid_19359,0,0,0,0,0,0.33333333,0.16666667,0.33333333,0,0,0,0.16666667,0,0
uuid_19360,0,0.07413509,0.01647446,0.00329489,0,0,0,0.00988468,0,0,0.04942339,0.83360791,0,0.01317957
uuid_19361,0,0.63157895,0.09473684,0.14736842,0,0,0.03157895,0.01578947,0,0,0.01052632,0.06842105,0,0
uuid_19362,0,0,0.99341649,0,0,0,0.00658351,0,0,0,0,0,0,0
uuid_19363,0,0,0.97945205,0,0.00273973,0,0.00136986,0.01232877,0,0.00273973,0,0,0,0.00136986
uuid_19364,0,0.77297297,0.00540541,0,0,0,0,0.01621622,0,0,0,0.01621622,0.18378378,0.00540541
uuid_19365,0,0.00233736,0.97623685,0,0,0,0,0.0038956,0,0,0,0,0.01753019,0
uuid_19366,0,0.04878049,0,0,0,0,0.00813008,0.00813008,0,0,0,0,0,0.93495935
uuid_19367,0,0.11971831,0.00469484,0.00234742,0,0,0.00234742,0.03755869,0.00938967,0.01173709,0.80751174,0,0,0.00469484
uuid_19368,0,0.4313253,0,0.53012048,0,0.00240964,0,0.00722892,0.01204819,0,0,0,0,0.01686747
uuid_19369,0.02358491,0.16509434,0.01415094,0.26886792,0,0,0,0.02358491,0,0,0.48113208,0.02358491,0,0
uuid_19370,0,0,0.68146214,0,0,0,0,0.31853786,0,0,0,0,0,0
uuid_19371,0.00061331,0,0.9932536,0,0.00030665,0,0.00061331,0.00306654,0.00061331,0,0,0,0.00091996,0.00061331
uuid_19372,0.01795918,0.00489796,0.16979592,0,0,0,0,0.00734694,0,0.05714286,0.0122449,0.72897959,0,0.00163265
uuid_19373,0.00114155,0,0.00114155,0.83333333,0.00114155,0.09018265,0.0456621,0.00342466,0.00342466,0,0.00114155,0.00570776,0.01369863,0
uuid_19374,0,0.32421875,0.0078125,0.65625,0,0,0.0078125,0,0,0,0,0,0,0.00390625
uuid_19375,0,0,1,0,0,0,0,0,0,0,0,0,0,0
uuid_19376,0.00308642,0.05864198,0.75308642,0,0.00925926,0.00308642,0.00308642,0.13271605,0.00617284,0,0.00308642,0,0.01851852,0.00925926
uuid_19377,0.00319285,0.14687101,0.28480204,0.00766284,0.00063857,0.00191571,0.41762452,0.03384419,0.02681992,0.00383142,0.06385696,0.00383142,0.00127714,0.00383142
uuid_19378,0.00649351,0.00649351,0.03084416,0.00162338,0.00811688,0,0.03084416,0.01623377,0.00974026,0,0,0.8538961,0.01948052,0.01623377
uuid_19379,0,0.00232019,0,0.99303944,0,0,0.00464037,0,0,0,0,0,0,0
uuid_19380,0,0.0109589,0.00547945,0,0,0,0,0.84931507,0,0,0,0.09863014,0,0.03561644
uuid_19381,0,0,0,0,0,0,0,0.00253807,0,0,0,0.99746193,0,0
uuid_19382,0,0,0.99551387,0,0,0,0,0.00448613,0,0,0,0,0,0
uuid_19383,0,0,0.06278027,0,0,0,0.21076233,0.02242152,0,0,0,0,0.61434978,0.0896861
uuid_19384,0,0.13921902,0.00169779,0.6655348,0,0.00169779,0.00339559,0.00169779,0.00339559,0,0.09337861,0.01018676,0.05602716,0.0237691
uuid_19385,0,0.01984127,0.04761905,0,0,0,0.11111111,0.33333333,0,0.03174603,0,0.26190476,0.19444444,0
uuid_19386,0,0.05714286,0.82857143,0,0,0,0.11428571,0,0,0,0,0,0,0
uuid_19387,0,0.40310078,0,0.37984496,0.02713178,0,0.01162791,0,0.00775194,0,0.03488372,0,0.08527132,0.0503876
uuid_19388,0,0.11904762,0.00793651,0.00396825,0,0,0.00793651,0,0,0,0.8015873,0,0.05952381,0
uuid_19389,0,0.0247619,0,0,0,0,0.0152381,0.00190476,0,0,0.95619048,0,0,0.00190476
uuid_19390,0.00762195,0.10060976,0.01219512,0,0.00304878,0,0.00914634,0.83079268,0.01676829,0,0,0.00152439,0.00762195,0.01067073
uuid_19391,0,0.0030581,0.20489297,0,0.00917431,0,0,0.34862385,0,0.42813456,0.0030581,0,0,0.0030581
uuid_19392,0.01621622,0,0,0,0,0,0,0.01081081,0,0,0.06081081,0.91216216,0,0
uuid_19393,0.01737452,0.29150579,0.01544402,0.02123552,0.02316602,0.01351351,0,0.01930502,0.01930502,0,0.30888031,0.23359073,0.02895753,0.00772201
uuid_19394,0,0.19925926,0.01555556,0,0,0,0,0.78518519,0,0,0,0,0,0
uuid_19395,0.01282051,0.01794872,0.07435897,0,0.00512821,0,0.36410256,0.18461538,0.0025641,0.0025641,0,0.00512821,0.1974359,0.13333333
uuid_19396,0,0.08557457,0.01222494,0,0,0.0195599,0.11735941,0.01466993,0.00244499,0.03422983,0.07823961,0.56723716,0.06356968,0.00488998
uuid_19397,0.0009324,0.0974359,0,0,0.0004662,0.0009324,0.38554779,0.48438228,0.00512821,0,0,0.02331002,0,0.0018648
uuid_19398,0,0.6304,0.0016,0.3216,0,0.0176,0.0128,0.0048,0,0,0,0.0032,0.0048,0.0032
uuid_19399,0,0.56028369,0.07801418,0,0,0,0,0.23404255,0,0.09929078,0,0.0035461,0,0.0248227
uuid_19400,0,0.03440278,0,0,0,0,0.02628527,0.0216467,0,0,0.91573251,0,0.00193274,0
uuid_19401,0,0.00194932,0,0,0,0,0,0,0,0,0,0.99610136,0,0.00194932
uuid_19402,0,0.00892857,0.36607143,0,0,0,0.20982143,0.00446429,0,0.39285714,0,0,0.01785714,0
uuid_19403,0,0.31775701,0.0046729,0.0046729,0,0,0,0.03738318,0,0,0.46261682,0,0.13084112,0.04205607
uuid_19404,0,0.33207547,0,0,0,0,0.00754717,0,0.00754717,0,0.65283019,0,0,0
uuid_19405,0,1,0,0,0,0,0,0,0,0,0,0,0,0
uuid_19406,0,0.03658537,0.46341463,0,0,0,0,0,0,0,0,0,0.5,0
uuid_19407,0.00332226,0.31229236,0,0,0,0.00664452,0.07641196,0.07641196,0,0.00332226,0.01993355,0,0.44518272,0.05647841
uuid_19408,0.31382979,0.36702128,0.00265957,0,0,0,0.05585106,0.20478723,0,0,0.05319149,0.00265957,0,0
uuid_19409,0,0.00035804,0.98281418,0,0,0,0,0.01432152,0.00035804,0,0,0,0.00179019,0.00035804
uuid_19410,0,0.93347874,0.00436205,0.00218103,0,0.05888768,0,0,0,0,0.00109051,0,0,0
uuid_19411,0,0.02189781,0,0.80291971,0,0,0.10583942,0.00364964,0.00729927,0,0.05109489,0.00729927,0,0
uuid_19412,0.85543964,0.01341282,0.00149031,0,0,0,0.01639344,0.10134128,0,0,0,0.00596125,0.00447094,0.00149031
uuid_19413,0,0,0,0,0,0,0,0,0,0,1,0,0,0
uuid_19414,0.00182149,0.16575592,0.12932605,0.33879781,0,0.00364299,0.00728597,0.13479053,0.00364299,0.00364299,0.03096539,0.15664845,0,0.02367942
uuid_19415,0.22830769,0,0.15446154,0,0.17476923,0,0,0.26030769,0.00123077,0,0,0,0.00184615,0.17907692
uuid_19416,0.63461538,0,0,0,0,0,0,0.01923077,0.21153846,0,0,0.11538462,0,0.01923077
uuid_19417,0,0.53333333,0,0.42424242,0,0,0.0030303,0.02727273,0.00606061,0,0,0,0,0.00606061
uuid_19418,0.00414938,0.00414938,0,0,0.06639004,0.25726141,0.06639004,0.00414938,0,0.01659751,0,0.52282158,0.04979253,0.00829876
uuid_19419,0,0,0,0,0,0.96254682,0.02996255,0,0,0,0,0,0,0.00749064
uuid_19420,0,0.46222222,0.35111111,0,0.00444444,0,0.07555556,0,0,0,0,0.10666667,0,0
uuid_19421,0.00074571,0.00820283,0,0,0,0,0.99030574,0,0,0,0,0,0,0.00074571
uuid_19422,0,0,0.98650568,0,0,0,0.00426136,0,0,0,0,0,0.00923295,0
uuid_19423,0,0,0,0,0,0,0,0,0,0,0,1,0,0
uuid_19424,0,0.97819315,0,0.00934579,0,0,0.00623053,0,0,0,0,0,0,0.00623053
uuid_19425,0,0,0.99659864,0,0,0,0,0.00340136,0,0,0,0,0,0
uuid_19426,0,0.46710526,0,0,0,0,0.00328947,0.00657895,0,0,0.49671053,0,0.02631579,0
uuid_19427,0,1,0,0,0,0,0,0,0,0,0,0,0,0
uuid_19428,0,0.05141388,0,0.00257069,0,0,0.80719794,0,0,0,0.0874036,0.05141388,0,0
uuid_19429,0,0.06069364,0.56936416,0,0,0,0.00578035,0,0,0,0,0.02312139,0.33815029,0.00289017
uuid_19430,0,0.01677704,0.0004415,0,0,0.38366446,0,0,0,0,0,0.599117,0,0
uuid_19431,0.04210526,0.55789474,0.04210526,0,0.04210526,0,0,0.12631579,0.04210526,0,0.01052632,0,0.04210526,0.09473684
uuid_19432,0,0.01111111,0,0.96507937,0.0047619,0,0.0015873,0.01746032,0,0,0,0,0,0
uuid_19433,0,0.00478469,0,0,0,0.26315789,0,0.02392344,0,0,0,0.70813397,0,0
uuid_19434,0,0,0.03902439,0,0.00487805,0,0,0.19268293,0,0.76097561,0,0,0,0.00243902
uuid_19435,0.0209205,0.9623431,0,0,0,0,0.0041841,0.0041841,0,0,0.0041841,0,0,0.0041841
uuid_19436,0.0617284,0,0.18518519,0,0.11111111,0.0617284,0,0.25925926,0.16049383,0.01234568,0,0,0.07407407,0.07407407
uuid_19437,0,0.94693878,0,0.00062794,0,0,0.04897959,0,0,0,0,0.00062794,0.00156986,0.00125589
uuid_19438,0.02941176,0.05080214,0.04010695,0,0.03743316,0.03475936,0.01069519,0.45721925,0.04812834,0,0,0.23529412,0.01604278,0.04010695
uuid_19439,0,1,0,0,0,0,0,0,0,0,0,0,0,0
uuid_19440,0,0.01980198,0.17227723,0.03762376,0,0.76237624,0,0.0019802,0,0.0019802,0,0.0039604,0,0
uuid_19441,0,0.68715084,0,0.2849162,0,0,0,0.01675978,0,0,0,0.01117318,0,0
uuid_19442,0,0.00749064,0,0.06367041,0,0,0.00187266,0,0.01123596,0,0.14981273,0.7659176,0,0
uuid_19443,0.05280528,0,0,0,0,0.01320132,0.90759076,0.02640264,0,0,0,0,0,0
uuid_19444,0,0.00938967,0.00469484,0.01877934,0,0,0.00938967,0.11737089,0.00469484,0.00469484,0.76995305,0.06103286,0,0
uuid_19445,0,0.00657895,0,0.86842105,0.00328947,0,0.03289474,0.00657895,0,0.00328947,0,0.07894737,0,0
uuid_19446,0.00965251,0.06563707,0.0019305,0,0,0.01930502,0.13320463,0.02509653,0,0.02509653,0.01351351,0.7046332,0.0019305,0
uuid_19447,0,1,0,0,0,0,0,0,0,0,0,0,0,0
uuid_19448,0,1,0,0,0,0,0,0,0,0,0,0,0,0
uuid_19449,0.09689922,0.1124031,0.02713178,0,0,0,0.02713178,0.22093023,0.02713178,0.27906977,0.08914729,0.10852713,0.00775194,0.00387597
uuid_19450,0,0,0,1,0,0,0,0,0,0,0,0,0,0
uuid_19451,0,0,0,0.82554745,0,0.00072993,0,0.00072993,0,0,0.1729927,0,0,0
uuid_19452,0,0.00862069,0.04022989,0,0,0.01436782,0.13793103,0,0,0.00287356,0,0.0316092,0.75862069,0.00574713
uuid_19453,0.17509025,0.77075812,0.00361011,0.00361011,0,0,0.00361011,0.00180505,0.01083032,0,0.00180505,0.02888087,0,0
uuid_19454,0,0,0,1,0,0,0,0,0,0,0,0,0,0
uuid_19455,0,0.00980392,0,0,0,0.85784314,0.00490196,0,0,0,0.10294118,0.00980392,0.01470588,0
uuid_19456,0,0,0,0.98191214,0.00775194,0,0,0.00516796,0,0,0,0.00516796,0,0
uuid_19457,0,0.03240741,0,0.93055556,0,0,0.00462963,0,0,0,0,0,0.03240741,0
uuid_19458,0.06542882,0.00088417,0.00353669,0,0.00530504,0.00353669,0.78779841,0.07161804,0,0.00265252,0,0.00972591,0.03890363,0.01061008
uuid_19459,0.00076104,0.00152207,0.00076104,0,0.00076104,0,0.00076104,0.00304414,0.00076104,0,0,0.99162861,0,0
uuid_19460,0,0.00438596,0,0.96052632,0,0,0,0.00438596,0,0,0,0.03070175,0,0
uuid_19461,0.05380577,0.06299213,0.11417323,0,0.04068241,0,0.04068241,0.50656168,0.03674541,0,0,0.02099738,0.05643045,0.06692913
uuid_19462,0,0.0058309,0.02623907,0.87755102,0.00291545,0,0.00874636,0.01457726,0.00874636,0.01457726,0.00291545,0.01457726,0.01166181,0.01166181
uuid_19463,0,0.30075188,0,0.56015038,0,0,0,0.13157895,0.0075188,0,0,0,0,0
uuid_19464,0.00507614,0.10659898,0.13705584,0.01015228,0,0.01015228,0.01522843,0.12690355,0,0.14720812,0.36040609,0.06598985,0.00507614,0.01015228
uuid_19465,0,0.03278689,0,0.86229508,0,0,0.00327869,0.00327869,0,0,0,0.08852459,0,0.00983607
uuid_19466,0,0.04153355,0,0.95527157,0,0,0,0,0,0,0,0.00319489,0,0
uuid_19467,0,0.06596306,0.20844327,0.25329815,0,0.04485488,0,0.42744063,0,0,0,0,0,0
uuid_19468,0,0.74455446,0.00792079,0,0,0.0019802,0.0039604,0.00990099,0.0039604,0,0.17821782,0.0019802,0,0.04752475
uuid_19469,0,0.00840336,0.3487395,0,0,0,0.07142857,0.04621849,0,0.38655462,0,0.10084034,0.02941176,0.00840336
uuid_19470,0,0,0,0.0037594,0.05639098,0.91353383,0,0.0075188,0.0075188,0,0,0.0075188,0,0.0037594
uuid_19471,0.00787402,0,0.90813648,0,0.00918635,0,0,0.0328084,0.00524934,0,0.01181102,0,0.01181102,0.01312336
uuid_19472,0.05084746,0.01694915,0.13559322,0,0.03389831,0,0,0.25423729,0.16949153,0.05084746,0.05084746,0,0.05084746,0.18644068
uuid_19473,0,0.02325581,0.06976744,0,0,0,0,0.09302326,0,0,0.27906977,0.49612403,0.03875969,0
uuid_19474,0,0.0078329,0,0,0,0,0.01305483,0,0,0,0.09660574,0.88250653,0,0
uuid_19475,0,0.00040252,0.98725345,0,0.00067087,0.00026835,0.01086811,0.00013417,0,0,0,0.00026835,0.00013417,0
uuid_19476,0,0.00274725,0.00274725,0.96978022,0,0,0.00274725,0,0,0,0.01098901,0.01098901,0,0
uuid_19477,0,0.27819549,0,0,0,0,0,0.00250627,0,0,0,0.71929825,0,0
uuid_19478,0.01712329,0,0.13356164,0,0.00684932,0,0,0.80479452,0.01027397,0.00684932,0,0,0.01712329,0.00342466
uuid_19479,0,0,0,0,0,0,0,0.98769231,0,0,0.01230769,0,0,0
uuid_19480,0.02088773,0.10443864,0.06266319,0,0.01827676,0.00261097,0.02872063,0.02349869,0,0.00261097,0.53002611,0.14882507,0,0.05744125
uuid_19481,0.00150451,0.07422267,0.4889669,0,0,0,0.00150451,0.41875627,0.0005015,0.00150451,0.00200602,0.00351053,0.00100301,0.00651956
uuid_19482,0.00295858,0.76923077,0.00295858,0,0,0,0.08579882,0.00887574,0.00591716,0.00295858,0.11538462,0,0,0.00591716
uuid_19483,0,0,1,0,0,0,0,0,0,0,0,0,0,0
uuid_19484,0.00202511,0.00121507,0.963548,0,0.00283516,0,0.01174565,0.00202511,0.00283516,0,0,0.00162009,0.00850547,0.0036452
uuid_19485,0,0.01408451,0.47887324,0,0,0,0.22535211,0,0.00938967,0,0,0.2629108,0,0.00938967
uuid_19486,0,0,0,0,0,0,0.99721138,0.0022309,0,0,0,0,0,0.00055772
uuid_19487,0.04347826,0.15217391,0.02173913,0,0,0,0.32608696,0.0326087,0,0.01630435,0.27173913,0.0923913,0.01630435,0.02717391
uuid_19488,0,0,0,0,0,0,0,0,0,0,0,1,0,0
uuid_19489,0,0.00851064,0.01276596,0.08085106,0,0.0212766,0.20851064,0,0,0,0,0.66382979,0,0.00425532
uuid_19490,0,0.00030157,0.94481303,0,0,0,0.00060314,0.05428227,0,0,0,0,0,0
uuid_19491,0,0.02231405,0.82975207,0,0,0.00082645,0.07520661,0.00165289,0.00165289,0,0,0.00165289,0.01322314,0.05371901
uuid_19492,0,0.28740741,0,0,0.00148148,0,0.01481481,0.01037037,0,0,0.00888889,0.67703704,0,0
uuid_19493,0.01298701,0.64935065,0,0,0,0.02597403,0.07792208,0.02597403,0,0,0,0,0.20779221,0
uuid_19494,0.05035971,0.89208633,0,0,0,0.00359712,0.01079137,0.01438849,0,0,0,0.01079137,0.00719424,0.01079137
uuid_19495,0.01785714,0.13392857,0.02232143,0,0.05357143,0,0.03571429,0.20982143,0.04464286,0,0.26785714,0.09375,0.03571429,0.08482143
uuid_19496,0,1,0,0,0,0,0,0,0,0,0,0,0,0
uuid_19497,0,0.02105263,0.00526316,0,0,0.00526316,0.00526316,0,0,0,0.93684211,0.00526316,0.00526316,0.01578947
uuid_19498,0,0.05016358,0,0.94874591,0,0.00109051,0,0,0,0,0,0,0,0
uuid_19499,0.10427807,0.01069519,0,0,0,0,0.05347594,0.04010695,0,0.00534759,0.64438503,0.13903743,0.0026738,0
uuid_19500,0.00423729,0,0.12288136,0,0.00423729,0,0.06779661,0.09322034,0,0,0.01271186,0.64830508,0,0.04661017
uuid_19501,0.0499002,0.01596806,0.18562874,0,0.0499002,0,0,0.53493014,0.04790419,0,0,0,0.05189621,0.06387226
uuid_19502,0,0.02712264,0.00589623,0,0,0,0.00943396,0,0,0,0.02948113,0.92688679,0,0.00117925
uuid_19503,0.00936768,0.21779859,0.04683841,0,0.00936768,0,0.03512881,0.62295082,0.01639344,0,0,0.02107728,0.0117096,0.00936768
uuid_19504,0,0,0,0.93888889,0,0,0,0,0,0,0,0.06111111,0,0
uuid_19505,0,0.03238095,0.00380952,0.00761905,0.00380952,0.00190476,0,0.0647619,0.00571429,0,0.84761905,0,0.02666667,0.00571429
uuid_19506,0.36666667,0.08333333,0.00666667,0,0.00666667,0.00666667,0.06,0.07333333,0,0.19666667,0.00666667,0.15333333,0.01,0.03
uuid_19507,0,0.00390625,0.02734375,0.03125,0,0,0.00390625,0.1171875,0,0.03125,0.1875,0.59375,0,0.00390625
uuid_19508,0,0,0.02755906,0.0019685,0,0.00984252,0.93307087,0,0.01574803,0,0,0,0.00984252,0.0019685
uuid_19509,0,0.75384615,0,0.22307692,0,0,0,0,0.01538462,0,0.00769231,0,0,0
uuid_19510,0,0.79920477,0,0,0,0,0.13916501,0,0,0.05367793,0.00397614,0.00198807,0,0.00198807
uuid_19511,0,0.04878049,0,0,0,0.7195122,0,0.0304878,0,0,0,0.20121951,0,0
uuid_19512,0.00241838,0.06408706,0.44740024,0,0,0,0.01934704,0.13542926,0.00120919,0.28053204,0,0.00483676,0.04353083,0.00120919
uuid_19513,0,0.99399399,0,0,0,0,0,0,0.00600601,0,0,0,0,0
uuid_19514,0,0,0,1,0,0,0,0,0,0,0,0,0,0
uuid_19515,0,0.18581907,0.00244499,0,0,0,0.00733496,0.01222494,0,0.00244499,0.00733496,0.77506112,0,0.00733496
uuid_19516,0,0,0,0,0,0,0,0,0,0,0.02873563,0.96982759,0,0.00143678
uuid_19517,0,0,0,0,0,0,0,0,0,0,1,0,0,0
uuid_19518,0.00126904,0.04822335,0,0.00126904,0,0,0.94162437,0.00761421,0,0,0,0,0,0
uuid_19519,0,0,0,0,0,0,0,0,0,0,0,1,0,0
uuid_19520,0.00235849,0.11556604,0.00471698,0.01179245,0,0.00235849,0,0.52830189,0,0.00235849,0.31839623,0,0.00471698,0.00943396
uuid_19521,0,0,0,0,0,0,0,0.00459418,0,0,0,0.99540582,0,0
uuid_19522,0.03921569,0,0.17254902,0,0.05098039,0,0,0.09411765,0.05098039,0,0.49019608,0,0.06666667,0.03529412
uuid_19523,0.01486989,0.10037175,0.01115242,0,0,0.09665428,0.06319703,0.58364312,0,0.00743494,0.03717472,0.00371747,0.03717472,0.04460967
uuid_19524,0,0.99665552,0,0,0,0,0.00334448,0,0,0,0,0,0,0
uuid_19525,0.01092896,0.33879781,0.00546448,0.0136612,0.00273224,0,0.19398907,0.01912568,0,0,0.40163934,0.00273224,0,0.01092896
uuid_19526,0,0.72413793,0,0.01293103,0,0,0.00431034,0,0.18103448,0,0,0,0.07758621,0
uuid_19527,0.000819,0,0.998362,0,0,0,0,0,0.0004095,0,0,0.0004095,0,0
uuid_19528,0.00554017,0.05540166,0.00554017,0.01939058,0,0,0.01385042,0.15789474,0,0,0.73961219,0,0,0.00277008
uuid_19529,0,0.19117647,0,0,0,0,0.05147059,0.04901961,0,0.00245098,0.67647059,0,0.00735294,0.02205882
uuid_19530,0.00393701,0.02362205,0.11417323,0,0,0.00787402,0,0.62598425,0.00787402,0.05511811,0.1023622,0,0.01181102,0.04724409
uuid_19531,0,0,0,0.05,0,0,0,0.01818182,0,0,0.9,0.03181818,0,0
uuid_19532,0,0.00068166,0,0,0,0,0.00272665,0.00136333,0,0,0,0.99454669,0,0.00068166
uuid_19533,0,0.56818182,0.03409091,0.02840909,0.00568182,0,0,0,0.03409091,0,0.25568182,0,0.06818182,0.00568182
uuid_19534,0,0,0,0,0,0,0.0026738,0,0,0,0,0.9973262,0,0
uuid_19535,0,0.59685864,0,0.27748691,0.0052356,0,0.05235602,0.02094241,0,0,0,0.0052356,0,0.04188482
uuid_19536,0,1,0,0,0,0,0,0,0,0,0,0,0,0
uuid_19537,0,0,0.99694656,0,0.00101781,0,0,0.00203562,0,0,0,0,0,0
uuid_19538,0.04819277,0,0,0,0,0.00301205,0.94578313,0.00150602,0.00150602,0,0,0,0,0
uuid_19539,0,0.01094391,0.05335157,0,0,0,0,0,0,0.92749658,0,0.00683995,0.00136799,0
uuid_19540,0,0.00033234,0.84003545,0,0,0,0,0.00243713,0,0,0.15719508,0,0,0
uuid_19541,0,0.91466083,0,0.04595186,0,0,0,0.00218818,0,0,0.00218818,0,0.03501094,0
uuid_19542,0,0,0,0.93430657,0,0,0,0,0,0,0,0.06569343,0,0
uuid_19543,0,0,0.61181435,0,0,0,0.00843882,0.36708861,0,0,0,0.00843882,0.00421941,0
uuid_19544,0,0,0.99499875,0.00012503,0,0,0,0.00462616,0,0,0,0.00025006,0,0
uuid_19545,0,0.27543679,0.66289825,0.00102775,0,0.00102775,0.00102775,0.01130524,0.02363823,0.00308325,0.00308325,0.01541624,0,0.0020555
uuid_19546,0.28493151,0.64931507,0,0,0,0,0.00547945,0.02739726,0.00547945,0,0.02191781,0.00273973,0,0.00273973
uuid_19547,0,0.06923077,0,0.01538462,0,0.90769231,0,0,0,0,0.00769231,0,0,0
