UUID,Automotive,Ent,Finance,Games,Health,Hobbies,Life,News,Parent,Property,Sports,Tech,Travel,Women
uuid_09694,0,0.99709302,0,0,0,0,0.00290698,0,0,0,0,0,0,0
uuid_09695,0,0,1,0,0,0,0,0,0,0,0,0,0,0
uuid_09696,0.01246106,0.07788162,0.02492212,0,0,0,0.00623053,0.14018692,0,0.30841121,0.02180685,0.40186916,0,0.00623053
uuid_09697,0,0.01277372,0.00364964,0.00182482,0,0.00547445,0.00456204,0.02554745,0,0.00456204,0.89689781,0.03558394,0.00638686,0.00273723
uuid_09698,0,0.00967742,0,0.00322581,0,0.00645161,0.09677419,0.22258065,0,0,0.43548387,0.22580645,0,0
uuid_09699,0,0,0.98808433,0,0,0,0.00274977,0.00641613,0,0,0,0.00274977,0,0
uuid_09700,0,0.90184049,0,0,0,0,0,0.09202454,0,0.00613497,0,0,0,0
uuid_09701,0,0.02086957,0,0.88173913,0,0,0.0226087,0.02782609,0,0.04,0,0,0.00347826,0.00347826
uuid_09702,0,0.57370518,0,0,0,0.31474104,0,0.00398406,0,0,0.00398406,0.09960159,0,0.00398406
uuid_09703,0.24055666,0.09741551,0.00596421,0.00397614,0,0.00795229,0.06361829,0.10139165,0.00596421,0.02186879,0,0.39960239,0.03976143,0.01192843
uuid_09704,0,0.97941681,0.00343053,0.0051458,0,0,0,0,0,0,0,0,0.00686106,0.0051458
uuid_09705,0,0.0376569,0.0167364,0.90794979,0,0.0041841,0,0,0.0167364,0,0,0.0083682,0,0.0083682
uuid_09706,0,1,0,0,0,0,0,0,0,0,0,0,0,0
uuid_09707,0,0.57701149,0,0.34942529,0,0.0045977,0,0.00229885,0,0,0,0.06206897,0,0.0045977
uuid_09708,0,0.37860082,0.00823045,0.32098765,0,0,0.00411523,0.00411523,0,0,0.27983539,0,0,0.00411523
uuid_09709,0,0,0,0.99689441,0,0,0,0,0.00310559,0,0,0,0,0
uuid_09710,0,0.00469484,0,0.39906103,0,0,0.50234742,0.08920188,0,0,0,0,0,0.00469484
uuid_09711,0,0,0,0.89500861,0,0,0,0.00172117,0,0,0,0.10327022,0,0
uuid_09712,0,0.50227273,0,0.43409091,0,0,0,0,0.02272727,0,0,0.03636364,0.00454545,0
uuid_09713,0,0.0630137,0,0.00821918,0,0,0,0,0,0,0.77260274,0,0.10958904,0.04657534
uuid_09714,0,0.05069124,0.00921659,0.37096774,0.00691244,0.00230415,0.02073733,0.02073733,0.01612903,0,0.09907834,0.39861751,0,0.00460829
uuid_09715,0,0,0,0,0,0,0,0.00170068,0,0,0,0.99829932,0,0
uuid_09716,0,0,0,1,0,0,0,0,0,0,0,0,0,0
uuid_09717,0,0.22222222,0.11111111,0.00411523,0,0.00411523,0,0.64609053,0,0,0,0,0,0.01234568
uuid_09718,0,0.36363636,0,0.63016529,0,0.00619835,0,0,0,0,0,0,0,0
uuid_09719,0.00295858,0.35798817,0,0,0.00295858,0.33136095,0.06213018,0.0147929,0.06508876,0.00591716,0.00295858,0.06804734,0.01183432,0.0739645
uuid_09720,0,0.01498127,0,0.96254682,0,0,0,0.01498127,0,0,0,0.00749064,0,0
uuid_09721,0,0.00481928,0,0,0,0,0.06506024,0.00240964,0,0,0.00963855,0.91807229,0,0
uuid_09722,0,0.49,0,0.47333333,0.03,0,0,0,0,0,0.00666667,0,0,0
uuid_09723,0,0.41269841,0.01058201,0.04761905,0,0,0,0,0.33333333,0,0.18518519,0,0,0.01058201
uuid_09724,0,0.1459854,0,0.00364964,0,0.3540146,0.03284672,0.02554745,0.01459854,0,0,0.00364964,0.41605839,0.00364964
uuid_09725,0.03466956,0.19934995,0.14409534,0,0.0552546,0,0.06825569,0.26652221,0.06283857,0,0.04225352,0.00108342,0.07150596,0.05417118
uuid_09726,0,0,0.11019284,0,0,0,0.51515152,0.00826446,0,0.00275482,0.00550964,0.01928375,0.2892562,0.04958678
uuid_09727,0,0.17601683,0,0,0,0,0,0.03786816,0,0,0.78471248,0.00140252,0,0
uuid_09728,0.85271318,0.03617571,0.00258398,0.01033592,0,0,0.04909561,0.02325581,0,0.00516796,0,0,0,0.02067183
uuid_09729,0,1,0,0,0,0,0,0,0,0,0,0,0,0
uuid_09730,0,0,0.98732394,0,0,0,0.00070423,0,0,0,0,0.01197183,0,0
uuid_09731,0,0.22297297,0.00337838,0.77027027,0,0,0.00337838,0,0,0,0,0,0,0
uuid_09732,0,0.01114206,0.00278552,0.92200557,0,0.01671309,0.01949861,0,0,0.01392758,0,0,0.00835655,0.00557103
uuid_09733,0,0.96996997,0,0,0,0,0,0.00600601,0.02402402,0,0,0,0,0
uuid_09734,0,0.03883495,0.0776699,0.02912621,0,0.14563107,0.16504854,0.02912621,0.04854369,0.00970874,0.00970874,0.18446602,0.25242718,0.00970874
uuid_09735,0,0.72826087,0,0.23913043,0,0.00815217,0,0.00271739,0.00543478,0,0,0.01630435,0,0
uuid_09736,0,0.16192171,0.03380783,0.65658363,0,0.00355872,0.00177936,0.00177936,0,0,0,0.03380783,0.09252669,0.01423488
uuid_09737,0,0,0,0,0,0,0.04033486,0,0,0,0.95928463,0.00038052,0,0
uuid_09738,0,0,1,0,0,0,0,0,0,0,0,0,0,0
uuid_09739,0,0,0,0,0,0,0,0,0.00043262,0,0.99956738,0,0,0
uuid_09740,0.01534527,0.38363171,0.38363171,0,0,0.00255754,0.00255754,0.1713555,0,0.01790281,0.00767263,0.00511509,0,0.01023018
uuid_09741,0,0.02233251,0.97766749,0,0,0,0,0,0,0,0,0,0,0
uuid_09742,0,0.20477816,0,0.00682594,0,0,0.00341297,0.00341297,0,0,0.68600683,0,0.06143345,0.03412969
uuid_09743,0,0.83815029,0,0.00289017,0.00867052,0.00289017,0.03757225,0.02601156,0,0,0.01445087,0.00289017,0,0.06647399
uuid_09744,0.11851852,0.48518519,0.12592593,0,0,0.04444444,0.02222222,0.10740741,0.0037037,0.02592593,0.01111111,0.02962963,0.0037037,0.02222222
uuid_09745,0,0.02517986,0,0.52158273,0,0,0,0.03597122,0,0,0.31294964,0.08273381,0.02158273,0
uuid_09746,0.00271845,0.0007767,0.00466019,0,0,0.00932039,0.97864078,0.0031068,0,0.00038835,0,0,0.00038835,0
uuid_09747,0,0.00085179,0.00340716,0,0,0,0,0.00085179,0,0,0,0.99488927,0,0
uuid_09748,0,0.05524862,0.83425414,0.00276243,0,0,0,0.10497238,0,0,0.00276243,0,0,0
uuid_09749,0,0.36783217,0.25734266,0.05594406,0,0,0.00559441,0.00559441,0,0,0.00699301,0.0013986,0.28671329,0.01258741
uuid_09750,0,0,0.97050147,0,0,0.02212389,0,0,0,0,0,0.00737463,0,0
uuid_09751,0,0.09913793,0,0.85991379,0,0,0,0,0,0,0,0.00215517,0.0387931,0
uuid_09752,0,0.0415879,0,0,0,0.00094518,0.95557656,0.00094518,0,0,0,0.00094518,0,0
uuid_09753,0,0.46257485,0,0.10628743,0,0.21107784,0,0.0748503,0,0,0,0.14221557,0.00299401,0
uuid_09754,0,0.39548023,0,0.01129944,0,0.00282486,0,0.00564972,0.00847458,0,0.29661017,0,0.10734463,0.17231638
uuid_09755,0,0,0.03488372,0.96511628,0,0,0,0,0,0,0,0,0,0
uuid_09756,0,0.02930403,0,0,0,0,0.96703297,0,0,0,0.003663,0,0,0
uuid_09757,0.03629032,0,0,0,0,0,0.96370968,0,0,0,0,0,0,0
uuid_09758,0,0.30260521,0.01603206,0.5751503,0,0,0.01002004,0,0.01202405,0.00200401,0,0.00200401,0.06813627,0.01202405
uuid_09759,0.46078431,0.1495098,0.0122549,0.34803922,0,0,0,0,0.01960784,0,0.00245098,0,0,0.00735294
uuid_09760,0,0,0,0,0,0,0,0,0,0,1,0,0,0
uuid_09761,0.0083682,0.72803347,0.0167364,0,0.05857741,0.0125523,0.09205021,0.06276151,0.0083682,0,0,0.0083682,0,0.0041841
uuid_09762,0,0.37160121,0,0.01812689,0,0,0,0,0.01510574,0,0.50755287,0.03021148,0,0.05740181
uuid_09763,0.00645161,0,0.93548387,0,0,0,0,0,0.03225806,0.02580645,0,0,0,0
uuid_09764,0,0.76111111,0,0.03333333,0,0,0.00555556,0.01111111,0.11666667,0,0.01111111,0.02222222,0,0.03888889
uuid_09765,0,0.00493827,0.67530864,0,0.00123457,0,0.05802469,0.23333333,0,0.00123457,0.01234568,0.00246914,0.00987654,0.00123457
uuid_09766,0.00787402,0.00472441,0,0,0,0.36535433,0.5511811,0.00629921,0,0,0,0.03464567,0.02834646,0.0015748
uuid_09767,0.06565657,0.00757576,0,0,0.04545455,0.02020202,0.05050505,0.01515152,0,0.00252525,0.39393939,0.2020202,0.07575758,0.12121212
uuid_09768,0,0,0,0,0,0,1,0,0,0,0,0,0,0
uuid_09769,0,0.8490566,0.04402516,0,0,0.01886792,0.01257862,0,0.03144654,0,0,0.00628931,0,0.03773585
uuid_09770,0,0.14347826,0.00869565,0.07391304,0,0.08695652,0.00869565,0.1173913,0,0,0.23043478,0.27826087,0.00434783,0.04782609
uuid_09771,0,0.97,0.00333333,0,0,0,0.02666667,0,0,0,0,0,0,0
uuid_09772,0,0.14049587,0,0.02479339,0,0,0,0.00413223,0.00826446,0,0.54132231,0.01652893,0.2231405,0.04132231
uuid_09773,0,0.01525054,0.96296296,0,0,0,0.0043573,0.00653595,0.0087146,0,0,0.00217865,0,0
uuid_09774,0,0,0.98374865,0.00108342,0,0,0,0.01516793,0,0,0,0,0,0
uuid_09775,0,0.6,0.00714286,0,0,0.00238095,0.2452381,0.05714286,0,0.00714286,0,0.05,0.0047619,0.02619048
uuid_09776,0.00338983,0.02372881,0,0.62372881,0,0.00338983,0.03050847,0.01016949,0,0,0.16949153,0.05762712,0.0779661,0
uuid_09777,0.00564175,0.09873061,0.00987306,0.09167842,0.00564175,0,0,0.00423131,0.00141044,0,0.76445698,0.00423131,0.00705219,0.00705219
uuid_09778,0,0.10714286,0.02597403,0.85064935,0,0,0,0.00324675,0.01298701,0,0,0,0,0
uuid_09779,0.14869888,0,0.0669145,0,0.02230483,0,0,0.0260223,0.0260223,0.00743494,0.29739777,0.00743494,0.0260223,0.37174721
uuid_09780,0.01190476,0.02380952,0,0.42857143,0,0,0.01587302,0,0.01190476,0,0.34920635,0.15873016,0,0
uuid_09781,0,0,0,0.99697885,0,0,0,0.00302115,0,0,0,0,0,0
uuid_09782,0,0.0529595,0.04984424,0.85514019,0,0,0.00155763,0.02180685,0,0.00311526,0.00311526,0.00311526,0.00311526,0.00623053
uuid_09783,0.16015625,0.02734375,0.16796875,0.0078125,0,0,0.015625,0.22265625,0,0.07421875,0.28125,0.0078125,0,0.03515625
uuid_09784,0,0.20640569,0,0.77935943,0,0,0,0.00711744,0,0,0,0.00711744,0,0
uuid_09785,0,0.00961538,0,0.98717949,0,0,0,0.00320513,0,0,0,0,0,0
uuid_09786,0.02910053,0.05291005,0,0.0026455,0,0,0.01851852,0.01058201,0,0,0,0.88095238,0.00529101,0
uuid_09787,0,0.10055866,0,0.11173184,0,0.69832402,0.01117318,0.01117318,0,0,0.01117318,0.04469274,0,0.01117318
uuid_09788,0,0,0,0.00645161,0,0.91612903,0.00645161,0.00645161,0,0,0.02580645,0,0.03870968,0
uuid_09789,0,0.97415186,0,0.00323102,0,0,0,0,0,0,0,0,0.00323102,0.01938611
uuid_09790,0,0.09090909,0,0,0,0,0,0,0,0,0,0.90909091,0,0
uuid_09791,0,0.30683919,0.00369686,0,0,0.01478743,0.00369686,0,0.00369686,0,0.66543438,0.00184843,0,0
uuid_09792,0,0.29739777,0,0.02230483,0.00371747,0.0260223,0.02230483,0.01858736,0,0,0.43866171,0.05576208,0.00371747,0.11152416
uuid_09793,0.02832512,0.01108374,0.10344828,0,0,0,0.6637931,0.04926108,0,0.08004926,0,0.04064039,0.02093596,0.00246305
uuid_09794,0,0.03512397,0,0,0,0.87809917,0,0.00619835,0,0,0.0785124,0,0.00206612,0
uuid_09795,0,0.24050633,0.00632911,0,0.0021097,0.2721519,0.24261603,0.05696203,0.0021097,0,0,0.01265823,0.16033755,0.00421941
uuid_09796,0,0.18275862,0,0.0137931,0,0,0,0,0,0,0.76896552,0.0137931,0,0.02068966
uuid_09797,0,0.89593909,0.00253807,0.02030457,0,0.00253807,0,0.00253807,0.07614213,0,0,0,0,0
uuid_09798,0,0,0,0.99065421,0,0,0,0,0.00934579,0,0,0,0,0
uuid_09799,0,0.03462838,0.00126689,0.00337838,0.0004223,0.00126689,0,0.04180743,0.0004223,0,0.91342905,0,0.00126689,0.00211149
uuid_09800,0.64130435,0.02173913,0.08333333,0,0,0.00362319,0.01811594,0.10869565,0,0.02898551,0.03623188,0.02898551,0,0.02898551
uuid_09801,0.00215285,0.00107643,0.60279871,0,0,0,0.03767492,0.03229279,0,0.00215285,0.31754575,0.00107643,0.00107643,0.00215285
uuid_09802,0,0.99693252,0,0,0,0,0,0,0,0,0,0,0,0.00306748
uuid_09803,0,0.01455301,0,0,0,0,0.00623701,0.01039501,0,0,0,0.01039501,0.95634096,0.002079
uuid_09804,0,0.34991424,0.00171527,0.39279588,0,0,0.0051458,0,0.01886792,0,0.05660377,0,0.0754717,0.09948542
uuid_09805,0,0.61811024,0,0,0,0,0,0,0.22440945,0,0,0.0511811,0,0.10629921
uuid_09806,0,0.98854337,0,0.00163666,0,0,0,0.00490998,0,0,0,0.00163666,0.00327332,0
uuid_09807,0.00343643,0.35738832,0.00343643,0.03780069,0.00343643,0,0.0790378,0.19931271,0.00343643,0.0137457,0.24054983,0.04467354,0.00343643,0.01030928
uuid_09808,0,0.00392157,0,0.00392157,0,0,0,0,0,0,0,0.99215686,0,0
uuid_09809,0.0075431,0.7191092,0.00107759,0,0,0,0.00143678,0.01831897,0.00574713,0,0,0.2345546,0.0079023,0.00431034
uuid_09810,0,0.59569892,0.00215054,0.23655914,0,0,0,0,0,0,0,0,0.15053763,0.01505376
uuid_09811,0,0.67041199,0,0.00374532,0,0,0.09737828,0.15730337,0.00374532,0,0,0.00749064,0.01498127,0.04494382
uuid_09812,0.0420712,0.28802589,0.29126214,0,0.01618123,0.06472492,0.00970874,0.13915858,0.02912621,0.03883495,0.00323625,0.01294498,0.02912621,0.03559871
uuid_09813,0,0.97552448,0.0034965,0.01573427,0,0,0.00174825,0,0,0,0,0,0,0.0034965
uuid_09814,0,0.04301075,0.00716846,0.00716846,0.01433692,0,0,0.03225806,0,0,0.83870968,0.04301075,0.00716846,0.00716846
uuid_09815,0,0,0.99136364,0,0,0,0.00136364,0.00045455,0.00045455,0,0.00545455,0.00045455,0.00045455,0
uuid_09816,0,0.15686275,0.00560224,0.00840336,0,0.05602241,0.29411765,0.11204482,0.0280112,0.00840336,0,0.17366947,0.1372549,0.01960784
uuid_09817,0,0.0591133,0,0,0,0,0.00985222,0.01970443,0,0,0.90147783,0,0.00492611,0.00492611
uuid_09818,0,0,0,0.92092457,0,0.06934307,0,0,0,0,0,0.00851582,0,0.00121655
uuid_09819,0,0.01713062,0,0.70021413,0,0.00214133,0,0,0,0,0.26980728,0.01070664,0,0
uuid_09820,0,0.83291139,0,0.08860759,0,0,0,0,0.00506329,0,0,0,0.04810127,0.02531646
uuid_09821,0,0.80782918,0.00533808,0.02669039,0,0,0,0.00177936,0.00711744,0,0.0569395,0,0.08896797,0.00533808
uuid_09822,0,0.02100573,0.97899427,0,0,0,0,0,0,0,0,0,0,0
uuid_09823,0,0.05278174,0.00142653,0.43081312,0,0.39657632,0.03994294,0.05991441,0,0,0,0.01854494,0,0
uuid_09824,0,0.02620087,0,0.58078603,0,0,0.10043668,0.07423581,0.01746725,0,0.18777293,0,0,0.01310044
uuid_09825,0,0.03174603,0,0.96428571,0,0,0,0,0,0,0,0.00396825,0,0
uuid_09826,0,0.00411523,0.69547325,0,0,0,0.00823045,0.00823045,0,0,0.26748971,0.00823045,0.00411523,0.00411523
uuid_09827,0,0.37209302,0,0.02616279,0,0,0,0.00872093,0.04069767,0,0,0.2122093,0.28488372,0.05523256
uuid_09828,0,0.52121212,0.01515152,0.38181818,0,0,0,0.01515152,0.01212121,0,0,0.05454545,0,0
uuid_09829,0,0,0,0.93044307,0,0.00238209,0,0,0,0.00047642,0,0.06669843,0,0
uuid_09830,0.0231441,0.00567686,0.01572052,0.00174672,0,0.09344978,0.70218341,0.02358079,0,0.00043668,0,0.13231441,0.00087336,0.00087336
uuid_09831,0.00179856,0.19784173,0.20323741,0,0,0,0.00899281,0.46223022,0,0.12589928,0,0,0,0
uuid_09832,0.01501251,0.08757298,0.00083403,0.00166806,0,0,0.68890742,0.04253545,0,0.01501251,0,0.13928274,0.00667223,0.00250209
uuid_09833,0.02083333,0.00047348,0,0,0,0.01089015,0.95501894,0.0061553,0.00662879,0,0,0,0,0
uuid_09834,0,0.04772234,0,0.67462039,0,0,0,0,0,0,0.21475054,0.05856833,0.00433839,0
uuid_09835,0,0.00247525,0,0.05445545,0,0.25247525,0.62128713,0,0,0,0,0.05445545,0,0.01485149
uuid_09836,0,0.02307692,0,0.02307692,0,0.9,0.00769231,0,0,0,0,0.04615385,0,0
uuid_09837,0,0.02184466,0.44660194,0,0,0,0,0.51213592,0.00485437,0,0,0.00485437,0,0.00970874
uuid_09838,0,0.29411765,0.11764706,0,0,0,0.29411765,0.29411765,0,0,0,0,0,0
uuid_09839,0.01265823,0.06329114,0.44936709,0,0,0,0,0.0221519,0,0.00632911,0.4335443,0,0,0.01265823
uuid_09840,0.01263994,0.01444565,0.84940412,0,0.01155652,0,0.00036114,0.0902853,0.00469484,0,0,0,0.00830625,0.00830625
uuid_09841,0,0.47457627,0.12542373,0,0,0.29152542,0,0.10847458,0,0,0,0,0,0
uuid_09842,0,0,0,1,0,0,0,0,0,0,0,0,0,0
uuid_09843,0,0.63087248,0,0,0,0,0.34765101,0.00134228,0.00402685,0,0,0,0.00671141,0.00939597
uuid_09844,0,0.01791531,0,0.95439739,0.00162866,0,0,0.00325733,0.01628664,0,0,0.00651466,0,0
uuid_09845,0,0.04466501,0,0.92059553,0.00248139,0,0,0.00248139,0,0,0.00248139,0,0,0.02729529
uuid_09846,0.00041688,0,0.99749875,0,0,0,0.00054194,0.00008338,0,0,0,0.00054194,0.00091713,0
uuid_09847,0.0971223,0.32374101,0,0.10431655,0,0.1942446,0.0323741,0.00719424,0.01079137,0,0.17266187,0.02877698,0,0.02877698
uuid_09848,0.00389105,0.13618677,0,0.15564202,0,0.02723735,0,0.01945525,0,0,0.62645914,0.00389105,0,0.02723735
uuid_09849,0,0,0.99746652,0.0014477,0,0.00108578,0,0,0,0,0,0,0,0
uuid_09850,0,0,0,0,0,0,0.99296482,0,0,0,0,0.00703518,0,0
uuid_09851,0,0.9884058,0,0.00753623,0,0.00231884,0.00115942,0.00057971,0,0,0,0,0,0
uuid_09852,0.04642857,0.05714286,0.01428571,0.00714286,0,0.10714286,0.00357143,0.07857143,0,0,0.425,0.08214286,0.17142857,0.00714286
uuid_09853,0,0,0.999592,0,0,0,0,0,0,0,0,0.000408,0,0
uuid_09854,0,0,1,0,0,0,0,0,0,0,0,0,0,0
uuid_09855,0.47154472,0.01626016,0.00813008,0,0,0,0.03252033,0.06504065,0.01626016,0.00813008,0.04878049,0.30081301,0.00813008,0.02439024
uuid_09856,0,0.19565217,0,0.76570048,0,0.00241546,0,0.02173913,0,0,0,0,0,0.01449275
uuid_09857,0.00840336,0.03921569,0.66386555,0,0.01680672,0,0.03081232,0.04201681,0.0140056,0,0,0.09243697,0.08683473,0.00560224
uuid_09858,0,0.74380165,0,0.2107438,0,0,0.00413223,0.00826446,0.01239669,0,0.00826446,0,0.00413223,0.00826446
uuid_09859,0,0.36684303,0.00176367,0,0,0,0.2627866,0.00352734,0,0,0.33686067,0.00705467,0,0.02116402
uuid_09860,0,0.11590909,0,0.78863636,0,0.09090909,0,0.00454545,0,0,0,0,0,0
uuid_09861,0,0.13214286,0,0.16785714,0,0.01428571,0.21428571,0.01071429,0,0,0,0.46071429,0,0
uuid_09862,0.03669725,0.01834862,0.02201835,0,0,0,0.51009174,0.05321101,0,0.28623853,0.00366972,0.06055046,0.00366972,0.00550459
uuid_09863,0,0.36986301,0.00684932,0.23287671,0,0,0,0,0.08219178,0.00684932,0.01369863,0.28767123,0,0
uuid_09864,0,0.7622739,0,0.2377261,0,0,0,0,0,0,0,0,0,0
uuid_09865,0,0.71326165,0.00716846,0.10394265,0,0.03942652,0.01433692,0.00358423,0.01433692,0,0.00358423,0.02150538,0.02150538,0.05734767
uuid_09866,0.03419593,0,0,0.00092421,0,0,0.94547135,0.00092421,0,0,0.01201479,0.00184843,0.00462107,0
uuid_09867,0,0.08735632,0.05747126,0,0,0,0,0.00229885,0,0.09885057,0,0.71954023,0,0.03448276
uuid_09868,0.00110865,0,0,0.96563193,0,0,0.00110865,0,0,0,0.02993348,0.00221729,0,0
uuid_09869,0,0.19378428,0,0,0,0,0,0,0,0,0.80073126,0,0,0.00548446
uuid_09870,0,1,0,0,0,0,0,0,0,0,0,0,0,0
uuid_09871,0,0.9894015,0,0,0,0,0,0.00124688,0,0,0,0,0.00623441,0.00311721
uuid_09872,0,0,0,0,0,0,0,0,0,0,0,1,0,0
uuid_09873,0.10865304,0.00588071,0,0,0.00028003,0.0016802,0.87790535,0.00308037,0,0.00112013,0,0,0,0.00140017
uuid_09874,0,0.0019802,0,0.99405941,0,0,0,0.0039604,0,0,0,0,0,0
uuid_09875,0,0.07222222,0,0.06666667,0,0.37222222,0,0,0,0,0.36111111,0.12777778,0,0
uuid_09876,0.13066667,0.07377778,0.01244444,0,0,0.00977778,0.632,0.06844444,0.00088889,0.00711111,0.04622222,0,0.01066667,0.008
uuid_09877,0.002331,0.37062937,0.004662,0.57342657,0,0,0.002331,0,0,0,0.04195804,0.004662,0,0
uuid_09878,0,1,0,0,0,0,0,0,0,0,0,0,0,0
uuid_09879,0,0.46410256,0,0.17435897,0,0,0.0025641,0.00769231,0.32051282,0,0,0.00512821,0.02051282,0.00512821
uuid_09880,0,0.33268356,0,0.26705653,0,0,0.00129955,0,0.37751787,0,0.00129955,0.01234568,0,0.00779727
uuid_09881,0,0,0,0,0,0,0,0,0,0,0,1,0,0
uuid_09882,0,0.95185185,0,0.01111111,0,0.00925926,0,0,0.01111111,0,0,0.00185185,0,0.01481481
uuid_09883,0,0.09290541,0,0,0,0.08445946,0.01182432,0.0472973,0.10810811,0,0,0.65371622,0,0.00168919
uuid_09884,0.06315789,0.28421053,0.01578947,0,0,0.02105263,0.04736842,0.12631579,0,0,0.37894737,0.05263158,0,0.01052632
uuid_09885,0,0.30031949,0.01277955,0.00638978,0,0,0,0.01277955,0.05111821,0.04792332,0.54313099,0,0.01916933,0.00638978
uuid_09886,0,0.578125,0,0,0,0.03125,0.3359375,0.0546875,0,0,0,0,0,0
uuid_09887,0,0.43250328,0,0.02359109,0,0,0,0,0,0,0,0.54390564,0,0
uuid_09888,0,0.06609195,0.85488506,0,0,0,0.06609195,0.00431034,0.00287356,0.00143678,0.00431034,0,0,0
uuid_09889,0,0,1,0,0,0,0,0,0,0,0,0,0,0
uuid_09890,0,0,0.06105611,0,0,0,0,0.2689769,0,0.669967,0,0,0,0
uuid_09891,0.00485437,0.02912621,0,0,0,0,0.03398058,0.14563107,0.04854369,0,0,0.57281553,0.16504854,0
uuid_09892,0.00269542,0.42857143,0.00539084,0.06469003,0.00808625,0,0.03234501,0.00269542,0,0.00269542,0.40431267,0.04312668,0,0.00539084
uuid_09893,0,0.04504505,0,0,0.03903904,0.16216216,0.21321321,0.15915916,0,0.003003,0.3033033,0.06306306,0,0.01201201
uuid_09894,0,0.25512104,0.00372439,0.00372439,0,0,0,0,0,0,0,0.73370577,0,0.00372439
uuid_09895,0,0.23809524,0,0.74285714,0,0,0,0.01269841,0,0,0,0,0.00634921,0
uuid_09896,0,0.13154689,0,0.863581,0,0,0,0.00365408,0,0,0,0,0,0.00121803
uuid_09897,0,0,0.99964639,0,0,0,0,0,0,0,0,0,0,0.00035361
uuid_09898,0,0.00173712,0,0,0,0,0,0.00347423,0,0,0,0.99478865,0,0
uuid_09899,0,0,0.00426439,0.99573561,0,0,0,0,0,0,0,0,0,0
uuid_09900,0,0,0,0,0,0,0,0,0,0,0,1,0,0
uuid_09901,0,0.99088146,0,0,0,0,0,0.00911854,0,0,0,0,0,0
uuid_09902,0,0,0.98438855,0,0,0,0,0.01561145,0,0,0,0,0,0
uuid_09903,0.00087951,0.92875989,0,0.03693931,0,0,0.0114336,0.00175901,0.00967458,0,0,0.00967458,0,0.00087951
uuid_09904,0,0,0,0.9969697,0.0030303,0,0,0,0,0,0,0,0,0
uuid_09905,0,0.00114155,0,0,0,0,0,0,0,0,0.00456621,0.99429224,0,0
uuid_09906,0,0.52619048,0,0.46904762,0,0,0,0,0.0047619,0,0,0,0,0
uuid_09907,0,0.10857143,0.03428571,0.09142857,0,0.00571429,0.00571429,0.02285714,0.01142857,0,0.69714286,0.02285714,0,0
uuid_09908,0,0.00442478,0,0.01327434,0,0,0,0,0,0,0.05309735,0.92920354,0,0
uuid_09909,0,0.0747331,0,0.14234875,0,0,0.00355872,0.01423488,0,0,0.70462633,0.02491103,0.00355872,0.03202847
uuid_09910,0,0.50707071,0,0.45656566,0,0,0,0,0,0,0,0.01010101,0.00808081,0.01818182
uuid_09911,0,0.13160173,0.0025974,0,0,0,0.74372294,0.0987013,0,0,0,0,0.02337662,0
uuid_09912,0,0.44444444,0.04166667,0.02777778,0,0,0.25,0,0.13888889,0,0.04166667,0.01388889,0,0.04166667
uuid_09913,0,0.80717489,0.04484305,0.0941704,0,0,0,0,0.02690583,0,0.01345291,0.0044843,0,0.00896861
uuid_09914,0,1,0,0,0,0,0,0,0,0,0,0,0,0
uuid_09915,0,0.00941176,0.97478992,0,0,0,0,0.00033613,0,0,0.01378151,0.00168067,0,0
uuid_09916,0,0.00892857,0.01785714,0.00446429,0.00446429,0,0.09375,0.08035714,0,0,0.17410714,0.61607143,0,0
uuid_09917,0,1,0,0,0,0,0,0,0,0,0,0,0,0
uuid_09918,0,0.89291883,0.00172712,0.02590674,0,0,0.00172712,0.00172712,0.00345423,0,0,0.02417962,0.04490501,0.00345423
uuid_09919,0,0.03128761,0,0,0.00240674,0.00601685,0.85198556,0.00361011,0,0,0,0.01684717,0.00240674,0.08543923
uuid_09920,0,1,0,0,0,0,0,0,0,0,0,0,0,0
uuid_09921,0,0.79635258,0.00303951,0.04559271,0,0.03343465,0.00303951,0,0.02431611,0,0,0,0.01215805,0.08206687
uuid_09922,0,0.48275862,0,0,0,0,0.04597701,0.45977011,0,0,0,0.01149425,0,0
uuid_09923,0,0.00726392,0.44794189,0,0.00242131,0.00968523,0.00968523,0.39225182,0,0.08716707,0.00726392,0.00484262,0.00242131,0.02905569
uuid_09924,0.01919123,0.26113777,0.01987663,0,0,0,0.00891021,0.0006854,0.00548321,0,0,0.67649075,0,0.00822481
uuid_09925,0,0.46396396,0.01126126,0.39414414,0,0,0.12387387,0.00225225,0,0,0,0,0,0.0045045
uuid_09926,0.01315789,0.17368421,0.15,0,0,0,0.21842105,0.38421053,0,0.01578947,0,0.00263158,0.02105263,0.02105263
uuid_09927,0,0.00593472,0,0.6735905,0,0.00296736,0.08011869,0.10682493,0.00296736,0,0.115727,0,0,0.01186944
uuid_09928,0,0.50519031,0,0.11764706,0,0,0.0017301,0,0,0,0.35813149,0.0017301,0.00692042,0.00865052
uuid_09929,0.04930663,0,0.01386749,0,0,0,0,0,0,0.93682589,0,0,0,0
uuid_09930,0,0.94562212,0,0.04700461,0,0,0,0,0.00552995,0,0,0.00092166,0.00092166,0
uuid_09931,0,0.07003891,0,0.91050584,0,0,0,0,0.00972763,0,0,0,0,0.00972763
uuid_09932,0,0,0,0.9984544,0,0,0,0.0015456,0,0,0,0,0,0
