UUID,Automotive,Ent,Finance,Games,Health,Hobbies,Life,News,Parent,Property,Sports,Tech,Travel,Women,group_id
uuid_28959,743,128,0,0,0,0,0,0,0,0,0,39,0,0,10
uuid_28960,0,1,3,0,0,0,0,1,0,0,3337,0,0,0,6
uuid_28961,0,0,0,0,0,0,0,1,0,0,0,0,0,2,3
uuid_28962,36,0,332,0,98,0,0,153,92,0,0,0,96,102,3
uuid_28963,0,0,0,634,0,0,0,0,0,0,0,0,0,0,0
uuid_28964,0,0,20,415,0,0,4,0,0,7,0,0,0,0,0
uuid_28965,0,0,0,462,0,0,0,0,0,0,0,0,0,0,0
uuid_28966,0,14,0,0,0,14,2,0,508,0,0,0,0,0,8
uuid_28967,22,6,85,0,29,0,0,426,30,2,0,0,28,26,9
uuid_28968,0,0,0,556,0,0,0,0,0,0,0,0,0,0,0
uuid_28969,0,18,0,600,0,0,0,0,0,0,142,0,0,0,0
uuid_28970,0,2,0,458,0,0,0,0,0,0,0,1,0,1,0
uuid_28971,0,0,0,0,0,0,0,0,447,0,0,0,0,0,8
uuid_28972,0,0,0,0,0,67,0,0,0,0,0,0,0,0,7
uuid_28973,0,0,0,0,0,0,0,2,0,0,0,0,0,1,9
uuid_28974,1,0,1548,0,0,0,0,0,1,0,0,0,0,3,4
uuid_28975,5,34,59,0,1,0,103,182,0,62,0,34,9,1,3
uuid_28976,5,0,431,0,0,0,700,3,0,0,0,0,0,38,5
uuid_28977,0,10,0,657,0,0,0,0,0,0,0,0,0,0,0
uuid_28978,0,0,0,455,0,0,0,0,0,0,0,6,0,0,0
uuid_28979,0,0,0,0,0,0,0,0,0,0,0,1040,0,0,2
uuid_28980,0,0,0,303,0,0,0,0,0,0,0,0,0,0,0
uuid_28981,0,0,3762,0,0,0,0,0,0,0,0,0,0,0,4
uuid_28982,0,0,0,0,0,0,0,0,0,0,0,853,0,0,2
uuid_28983,0,1,0,0,0,0,388,1,0,0,0,0,5,0,5
uuid_28984,0,46,1,468,0,0,0,0,1,0,0,6,0,11,0
uuid_28985,0,0,869,0,0,0,0,0,0,0,0,0,0,0,4
uuid_28986,0,0,0,0,0,0,836,0,0,0,0,0,0,0,5
uuid_28987,0,18,0,406,0,0,0,2,0,0,0,0,0,0,0
uuid_28988,0,0,0,0,0,0,309,0,0,0,0,0,0,0,5
uuid_28989,0,90,0,0,0,0,2,1,1321,0,0,0,0,0,8
uuid_28990,0,0,75,0,3,0,0,12,0,0,1871,0,0,0,6
uuid_28991,0,0,0,337,0,0,0,0,0,0,4,0,0,0,0
uuid_28992,1,10,0,0,0,0,7,1,459,0,0,0,0,1,8
uuid_28993,0,0,0,0,0,0,0,0,0,0,0,941,0,0,2
uuid_28994,0,21,0,305,0,0,0,0,0,0,0,0,0,0,0
uuid_28995,0,0,4,425,0,0,0,2,0,0,0,1,0,0,0
uuid_28996,0,0,0,0,0,0,0,0,0,0,1751,0,0,0,6
uuid_28997,1,0,0,0,0,0,717,0,0,0,0,0,0,0,5
uuid_28998,0,10,0,347,0,0,0,3,0,0,0,0,0,0,0
uuid_28999,0,0,0,0,0,0,7011,2,0,0,0,0,0,0,5
uuid_29000,0,0,0,0,0,0,0,0,478,0,0,0,0,0,8
uuid_29001,0,0,232,31,0,0,0,0,0,0,0,28,0,0,4
uuid_29002,0,5,0,548,0,0,0,0,0,0,0,0,0,0,0
uuid_29003,0,4,0,1,0,0,11,2,0,0,0,122,0,0,2
uuid_29004,0,0,0,0,0,0,0,0,551,0,0,0,0,0,8
uuid_29005,0,6,4,0,0,0,0,0,1070,0,0,0,0,0,8
uuid_29006,0,0,0,0,0,34,268,0,0,0,0,0,0,0,5
uuid_29007,0,0,0,376,0,0,0,0,0,0,0,0,0,0,0
uuid_29008,0,0,1,444,1,0,0,0,0,0,0,0,0,0,0
uuid_29009,0,0,0,1312,0,0,0,0,1,0,0,0,0,1,0
uuid_29010,0,0,0,0,0,0,29,0,406,0,0,2,0,0,8
uuid_29011,0,6,0,440,0,0,1,0,0,0,1,0,0,0,0
uuid_29012,0,0,0,0,0,0,320,2,0,0,0,0,0,0,5
uuid_29013,0,30,1,365,0,0,0,2,4,0,2,0,0,0,0
uuid_29014,0,23,0,0,0,0,1490,0,0,0,0,1,2,5,5
uuid_29015,0,19,0,609,0,0,12,1,0,0,0,0,21,4,0
uuid_29016,0,0,0,0,0,0,704,0,0,0,0,0,0,0,5
uuid_29017,1,2,0,0,0,0,2,14,2,0,0,1058,0,0,2
uuid_29018,38,2,60,0,67,0,0,681,53,0,0,0,46,57,9
uuid_29019,0,6,0,0,0,0,0,2,0,0,0,0,0,0,1
uuid_29020,0,13,0,0,0,0,352,0,5,0,0,0,0,0,5
uuid_29021,0,0,1,0,0,63,0,0,0,375,0,0,0,1,3
uuid_29022,0,3,0,418,1,0,0,0,0,0,1,0,0,0,0
uuid_29023,0,1,0,505,15,0,7,0,0,0,5,0,0,0,0
uuid_29024,0,10,0,489,0,0,0,0,0,0,0,0,0,0,0
uuid_29025,0,1,0,495,0,0,0,0,0,0,1,0,0,0,0
uuid_29026,0,1,0,297,0,0,0,0,0,0,0,0,0,0,0
uuid_29027,0,0,0,0,0,159,0,0,0,0,0,0,0,0,7
uuid_29028,0,0,0,0,0,0,0,0,0,0,0,809,0,0,2
uuid_29029,0,6,3,723,0,0,0,0,0,0,0,0,0,0,0
uuid_29030,18,5,2,0,0,0,11,4,11,0,252,5,0,0,6
uuid_29031,0,0,15,0,0,0,0,301,0,0,1,0,0,2,9
uuid_29032,0,0,15,0,0,0,0,0,0,0,0,615,0,0,2
uuid_29033,0,1,3,0,0,8,45,0,401,0,0,0,0,0,8
uuid_29034,0,0,1,390,0,3,0,0,0,0,0,0,1,0,0
uuid_29035,0,0,0,0,0,0,0,0,0,0,555,1268,0,0,2
uuid_29036,0,0,0,585,0,0,0,0,0,0,0,0,0,0,0
uuid_29037,0,0,804,0,0,0,0,0,0,0,0,0,0,0,4
uuid_29038,0,0,0,0,0,0,0,0,0,0,1428,0,0,0,6
uuid_29039,0,15,0,332,0,0,0,1,0,0,0,0,0,0,0
uuid_29040,0,65,0,3,0,0,0,10,0,0,19,30,45,1,3
uuid_29041,955,0,0,0,0,0,0,0,0,0,0,0,0,0,10
uuid_29042,0,2,2,0,0,0,0,1,271,0,0,0,0,0,8
uuid_29043,0,237,9,0,0,0,4,0,5,0,0,0,30,22,1
uuid_29044,0,1,0,0,0,0,3649,0,1,2,9,10,0,117,5
uuid_29045,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0
uuid_29046,1,25,2,0,0,0,16,441,0,0,0,2,0,0,9
uuid_29047,0,0,0,0,0,3,0,0,0,0,0,439,0,0,2
uuid_29048,0,0,0,0,0,5,0,0,0,0,131,1504,0,0,2
uuid_29049,0,6,2,0,0,0,462,5,0,0,19,0,46,0,5
uuid_29050,0,0,0,244,0,0,0,0,0,0,0,0,0,0,0
uuid_29051,0,17,0,0,0,0,0,9,329,0,0,0,13,1,8
uuid_29052,0,2,0,0,0,0,0,0,0,0,0,1006,0,0,2
uuid_29053,1,0,1,0,0,0,420,1,0,0,0,8,0,1,5
uuid_29054,0,1,0,338,0,0,1,1,2,0,0,0,0,0,0
uuid_29055,0,1,8,0,0,0,0,0,533,0,0,0,0,0,8
uuid_29056,0,0,0,776,0,0,0,0,0,0,0,0,0,0,0
uuid_29057,5,97,0,0,0,2,17,283,0,0,0,8,0,0,9
uuid_29058,0,823,0,0,0,0,0,0,0,0,0,0,0,0,1
uuid_29059,0,0,0,0,0,0,1,0,0,0,0,480,1,0,2
uuid_29060,0,406,0,261,0,0,0,2,0,0,187,0,49,4,3
uuid_29061,0,34,1,201,0,0,0,0,0,0,1,0,0,0,0
uuid_29062,0,5,20,0,0,0,0,0,0,0,1500,0,0,0,6
uuid_29063,0,0,0,0,0,0,0,0,0,0,2843,0,0,0,6
uuid_29064,0,30,0,398,0,0,0,1,0,0,0,0,0,0,0
uuid_29065,0,0,0,0,0,0,983,0,0,0,0,0,0,0,5
uuid_29066,0,0,0,0,0,0,0,0,0,0,0,1280,0,0,2
uuid_29067,0,1,0,79,0,176,0,1,0,0,6,39,0,0,7
uuid_29068,0,0,0,427,0,0,0,4,0,0,0,0,0,0,0
uuid_29069,0,169,5,0,0,51,1,0,0,0,0,223,0,0,3
uuid_29070,0,46,916,0,0,4,11,126,0,0,0,3,0,0,4
uuid_29071,0,33,0,948,0,0,0,0,0,0,0,1,0,0,0
uuid_29072,0,3,0,0,0,0,0,33,0,0,0,518,0,0,2
uuid_29073,0,0,0,142,0,0,0,4,785,0,0,0,0,0,8
uuid_29074,2,1,25,0,7,0,1,29,5,0,0,110,2,6,2
uuid_29075,0,0,1,0,0,0,895,3,0,0,0,0,0,0,5
uuid_29076,0,0,834,0,0,0,0,0,0,0,0,0,0,0,4
uuid_29077,0,0,0,0,0,0,0,1,0,0,0,3163,2,0,2
uuid_29078,2,65,2,0,2,0,76,303,0,0,0,0,1,2,9
uuid_29079,0,3,0,424,0,0,0,3,0,0,83,5,0,0,0
uuid_29080,2,0,1,0,0,185,4,1,0,0,0,452,0,0,2
uuid_29081,0,8,0,636,0,0,0,0,0,0,2,0,0,3,0
uuid_29082,0,28,0,0,0,0,0,0,0,0,972,0,0,0,6
uuid_29083,0,0,0,615,0,0,2,0,0,0,0,0,0,0,0
uuid_29084,0,67,0,0,0,2,0,1,823,0,0,0,3,1,8
uuid_29085,0,0,0,703,0,0,0,0,0,0,0,0,0,0,0
uuid_29086,0,0,0,0,0,0,0,0,0,0,0,874,0,0,2
uuid_29087,855,0,0,0,0,0,0,0,0,0,0,0,0,0,10
uuid_29088,0,0,0,0,1,0,239,28,0,0,0,0,0,0,5
uuid_29089,0,0,0,0,0,0,0,0,0,0,1975,0,0,0,6
uuid_29090,0,4,0,0,0,0,5,0,578,0,0,0,0,5,8
uuid_29091,0,3,0,0,0,97,0,2,0,0,62,0,0,0,7
uuid_29092,0,0,0,0,0,0,6326,10,8,0,0,0,1,0,5
uuid_29093,0,0,0,0,0,0,0,0,0,0,0,1304,1,0,2
uuid_29094,0,3,0,0,0,0,0,0,918,0,0,0,0,0,8
uuid_29095,0,5,0,465,0,0,2,0,0,0,0,0,0,0,0
uuid_29096,0,0,0,1,0,0,0,0,0,0,0,461,0,0,2
uuid_29097,0,4,2,0,0,267,0,1,0,0,0,0,5,1,7
uuid_29098,0,5,0,145,0,0,0,1,0,0,198,1,0,0,6
uuid_29099,129,0,167,0,208,0,0,403,4,0,0,0,6,244,3
uuid_29100,551,0,0,0,0,0,0,0,4,0,0,0,0,0,10
uuid_29101,0,1,12,0,0,0,1458,1,0,0,0,2,18,7,5
uuid_29102,0,12,3,0,0,0,5,8,493,0,0,1,1,0,8
uuid_29103,0,0,0,0,0,0,8,0,0,0,0,2004,1,0,2
uuid_29104,0,0,0,0,0,0,0,1,0,0,904,0,0,0,6
uuid_29105,0,2,0,0,4,0,0,2,1192,0,0,0,0,2,8
uuid_29106,0,2,0,0,0,0,0,0,0,0,0,3105,0,0,2
uuid_29107,0,0,0,0,0,1,0,1,2,0,0,846,0,0,2
uuid_29108,0,2,0,481,0,0,0,0,0,0,0,4,0,0,0
uuid_29109,0,32,0,413,0,0,0,0,0,0,36,0,0,0,0
uuid_29110,0,14,0,0,0,470,0,2,0,2,0,0,1,0,7
uuid_29111,0,1,0,0,0,0,4,0,0,0,0,690,0,0,2
uuid_29112,33,5,175,0,64,0,0,197,57,0,33,0,48,48,3
uuid_29113,0,0,0,298,0,0,0,0,0,0,0,0,0,0,0
uuid_29114,0,2,1,0,0,0,275,0,1,0,0,1,3,0,5
uuid_29115,0,295,0,0,2,0,10,26,3,0,0,37,0,66,1
uuid_29116,1,0,0,450,0,0,0,0,0,0,6,0,0,0,0
uuid_29117,0,0,0,325,0,0,0,0,0,0,0,0,0,0,0
uuid_29118,0,50,0,540,0,0,0,5,0,0,0,4,24,16,0
uuid_29119,0,3,0,380,0,0,0,0,0,0,0,0,0,0,0
uuid_29120,201,0,244,0,202,0,0,243,176,0,0,0,208,263,3
uuid_29121,0,1,3,0,0,0,1,2,0,0,0,1184,0,0,2
uuid_29122,0,0,1276,0,0,0,0,0,0,0,0,1,0,0,4
uuid_29123,0,1,0,481,0,0,0,0,0,0,107,0,0,0,0
uuid_29124,0,2,0,0,0,0,0,1,0,0,0,25,0,0,2
uuid_29125,0,4,0,974,0,0,4,0,0,0,0,0,0,0,0
uuid_29126,0,11,0,741,0,0,0,0,0,0,0,0,0,0,0
uuid_29127,0,0,0,10,0,0,0,0,0,0,0,1,0,0,0
uuid_29128,0,0,0,1402,0,0,0,0,0,0,0,0,0,0,0
uuid_29129,0,0,0,371,0,0,0,0,0,0,0,0,0,0,0
uuid_29130,0,5,0,0,0,0,0,0,834,0,0,0,1,0,8
uuid_29131,0,0,0,0,0,0,0,0,592,0,0,0,0,0,8
uuid_29132,0,0,0,0,0,0,276,0,0,0,0,0,0,0,5
uuid_29133,0,12,0,0,0,0,534,1,20,0,2,0,0,1,5
uuid_29134,0,2,0,0,0,0,268,0,0,7,0,1,1,0,5
uuid_29135,0,4,0,350,0,0,0,0,8,0,0,2,0,1,0
uuid_29136,0,0,0,0,0,228,0,0,0,0,0,0,0,0,7
uuid_29137,0,0,0,478,0,0,0,0,0,0,0,0,0,0,0
uuid_29138,0,24,0,11,0,0,4,19,3,0,390,40,0,5,6
uuid_29139,0,4,0,463,0,0,8,1,0,0,0,0,2,0,0
uuid_29140,0,0,0,1909,0,0,0,1,0,0,0,0,0,0,0
uuid_29141,0,0,0,364,0,0,9,0,0,0,0,38,0,0,0
uuid_29142,0,0,0,12,0,0,4,0,0,0,0,286,3,0,2
uuid_29143,0,0,491,0,0,0,0,0,0,0,0,0,4,1,4
uuid_29144,0,0,1,0,0,28,265,0,0,0,0,1,0,0,5
uuid_29145,0,17,0,0,0,0,0,0,449,0,0,0,0,0,8
uuid_29146,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2
uuid_29147,0,0,0,0,0,0,0,0,0,0,0,985,0,0,2
uuid_29148,0,0,2,0,0,1,3,1,1303,0,0,0,1,0,8
uuid_29149,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9
uuid_29150,0,84,3,0,0,4,0,7,1707,1,0,0,98,18,8
uuid_29151,0,0,0,454,0,1,0,0,0,0,0,1,1,0,0
uuid_29152,0,0,0,0,0,0,0,1,0,0,0,582,0,0,2
uuid_29153,0,7,2,0,0,0,41,2,723,25,0,0,0,0,8
uuid_29154,1035,19,0,0,0,0,0,0,0,0,1,0,45,18,10
uuid_29155,0,0,0,0,0,0,4179,0,0,0,0,0,0,0,5
uuid_29156,0,54,0,260,0,0,0,0,7,0,0,0,79,19,0
uuid_29157,0,0,0,0,20,2490,11,0,0,0,0,0,0,0,7
uuid_29158,0,1,0,272,0,0,0,0,0,0,0,0,0,0,0
uuid_29159,0,0,0,0,0,0,971,9,0,0,0,0,0,0,5
uuid_29160,0,0,0,0,0,0,0,0,0,0,16,591,0,0,2
uuid_29161,0,0,0,0,0,4,0,0,0,0,0,1368,0,0,2
uuid_29162,0,0,0,749,0,0,0,0,0,0,0,0,0,0,0
uuid_29163,0,132,0,99,0,0,0,0,0,2,0,0,0,0,1
uuid_29164,0,3,0,337,0,0,0,0,0,0,0,0,0,0,0
uuid_29165,0,1,1,0,0,0,12,34,0,78,39,0,0,3,3
uuid_29166,0,2,0,0,0,0,0,1,0,0,503,0,0,0,6
uuid_29167,0,0,2,498,0,1,0,0,0,0,0,0,0,0,0
uuid_29168,0,0,0,0,0,0,0,0,0,0,0,102,0,0,2
uuid_29169,0,0,0,0,0,0,0,0,0,0,2129,0,0,0,6
uuid_29170,0,2,88,0,0,52,0,49,0,36,0,0,0,1,3
uuid_29171,0,0,0,403,0,0,0,0,0,0,0,6,0,0,0
uuid_29172,0,0,0,542,0,0,0,0,6,0,0,0,0,0,0
uuid_29173,23,0,125,0,14,9,0,91,27,0,0,0,23,28,3
uuid_29174,0,0,0,0,0,0,2,0,0,0,8,235,0,0,2
uuid_29175,0,27,0,188,0,0,14,0,0,0,40,0,12,11,0
uuid_29176,46,1,210,0,38,0,0,144,51,0,0,0,48,41,3
uuid_29177,0,171,4,0,0,0,1,4,0,0,47,0,0,73,1
uuid_29178,486,4,0,0,0,0,0,0,0,0,0,0,1,0,10
uuid_29179,0,0,0,0,0,179,0,0,0,0,0,6,0,0,7
uuid_29180,1,2,0,0,0,0,71,1,430,0,0,0,0,0,8
uuid_29181,499,1,0,0,0,0,1,1,0,0,0,0,0,0,10
uuid_29182,0,0,0,0,0,0,0,0,0,0,0,987,0,0,2
uuid_29183,0,2,0,0,0,0,1,0,0,0,0,0,324,0,3
uuid_29184,0,0,0,358,0,0,2,0,0,0,0,0,0,0,0
uuid_29185,0,0,0,344,0,0,0,0,0,0,0,0,0,0,0
uuid_29186,0,0,0,777,0,0,0,0,0,0,0,0,0,0,0
uuid_29187,0,1,0,332,0,0,0,0,0,0,1,0,0,0,0
uuid_29188,0,262,0,0,0,0,0,0,0,0,0,0,0,0,1
uuid_29189,0,382,0,0,0,0,0,0,5,0,114,2,0,20,1
uuid_29190,0,0,0,537,0,0,0,0,0,0,0,0,0,0,0
uuid_29191,0,60,0,112,0,0,0,1,0,0,60,0,75,29,3
uuid_29192,0,0,0,0,0,0,1054,0,0,0,0,0,0,0,5
uuid_29193,0,4,0,0,0,0,1376,4,4,0,0,0,0,1,5
uuid_29194,0,0,0,503,0,0,0,4,0,0,0,18,0,0,0
uuid_29195,0,39,0,348,0,0,0,0,0,0,0,0,0,0,0
uuid_29196,0,85,0,63,0,0,1,0,0,0,2,0,0,1,1
uuid_29197,0,0,1853,0,0,0,0,0,0,0,0,0,1,0,4
uuid_29198,0,0,0,437,0,0,0,0,0,0,0,0,0,0,0
uuid_29199,0,0,2,0,0,0,82,0,13,0,0,187,1,1,2
uuid_29200,0,0,0,0,0,139,0,0,0,0,0,0,0,0,7
uuid_29201,0,0,0,0,0,0,511,4,0,0,0,0,0,0,5
uuid_29202,0,409,0,0,0,0,0,0,0,0,0,0,0,0,1
uuid_29203,0,7,0,400,0,0,0,0,0,0,1,0,0,0,0
uuid_29204,0,0,0,0,0,0,247,0,0,0,0,0,0,0,5
uuid_29205,0,0,1,327,0,0,0,3,0,0,0,0,0,0,0
uuid_29206,0,4,0,0,2,2,6,4,432,0,0,0,0,0,8
uuid_29207,0,0,0,0,0,0,0,0,0,0,2376,0,0,0,6
uuid_29208,0,0,0,0,0,7,180,0,1078,0,0,0,0,0,8
uuid_29209,728,0,1,0,0,0,0,1,0,0,0,34,0,0,10
uuid_29210,0,0,51,0,0,0,0,0,0,0,0,801,0,0,2
uuid_29211,0,0,0,576,0,0,0,0,0,0,0,0,0,0,0
uuid_29212,0,1,2,0,1,0,1,8,62,0,166,0,2,0,6
uuid_29213,501,0,0,0,0,11,0,0,0,0,0,0,0,0,10
uuid_29214,0,1,0,6,0,229,0,1,4,0,0,0,0,0,7
uuid_29215,0,1,3,0,0,0,0,0,0,0,0,1983,0,0,2
uuid_29216,0,15,0,0,0,126,1,0,0,0,0,0,0,0,7
uuid_29217,0,0,0,0,0,0,4,0,0,0,0,1054,0,0,2
uuid_29218,0,9,2,0,0,3,4,3,8,0,0,415,1,0,2
uuid_29219,0,26,0,0,0,0,344,0,13,0,0,0,0,21,5
uuid_29220,0,0,0,0,0,0,0,8,0,0,893,0,0,0,6
uuid_29221,0,24,0,2,0,0,1,0,169,0,0,0,0,0,8
uuid_29222,0,0,1,447,0,0,0,0,0,0,0,0,0,0,0
uuid_29223,0,2213,0,0,0,0,0,0,0,0,0,0,0,0,1
uuid_29224,0,2,0,0,0,0,1840,3,0,0,0,0,0,0,5
uuid_29225,0,0,0,0,0,0,74,0,303,0,0,0,0,0,8
uuid_29226,0,0,0,305,0,0,0,0,0,0,0,0,0,0,0
uuid_29227,0,0,0,0,0,0,0,0,0,0,1949,0,0,0,6
uuid_29228,0,4,0,0,0,0,0,0,457,0,0,0,8,0,8
uuid_29229,0,0,4,0,0,0,173,0,18,0,0,0,0,0,5
uuid_29230,0,64,0,0,0,0,5,0,476,0,0,0,0,1,8
uuid_29231,0,0,0,0,0,0,0,0,0,0,0,619,0,0,2
uuid_29232,0,0,0,6,0,0,0,0,0,0,0,620,0,0,2
uuid_29233,0,0,232,0,0,0,0,207,0,0,0,0,0,0,9
uuid_29234,0,0,0,0,0,0,1,1,567,0,0,0,0,0,8
uuid_29235,0,1,0,0,0,0,2,5,0,0,387,1,0,2,6
uuid_29236,0,252,0,0,0,0,0,0,0,0,0,0,1,0,1
uuid_29237,0,4,0,0,0,0,1,0,625,0,0,0,0,0,8
uuid_29238,0,0,0,264,0,0,0,3,0,0,0,0,0,0,0
uuid_29239,0,2,0,0,0,0,0,0,572,0,0,0,0,0,8
uuid_29240,0,0,0,461,0,0,0,0,0,0,0,0,0,0,0
uuid_29241,0,0,2216,0,1,0,2,0,0,0,0,4,2,0,4
uuid_29242,1424,0,0,0,0,0,0,0,0,0,0,72,0,0,10
uuid_29243,0,0,0,1005,0,0,0,0,0,0,0,3,0,0,0
uuid_29244,0,0,0,0,0,0,419,6,0,0,0,0,0,0,5
uuid_29245,1,0,2,48,0,0,1,622,0,0,378,0,0,12,9
uuid_29246,0,3,2,0,0,0,0,0,900,0,0,0,0,0,8
uuid_29247,0,4,0,0,0,97,334,1,0,0,0,1,4,16,5
uuid_29248,0,0,0,0,0,0,5,3,0,0,0,606,0,1,2
uuid_29249,0,17,0,0,0,14,18,3,454,0,0,0,0,0,8
uuid_29250,0,0,101,0,0,0,471,0,0,0,0,0,0,0,5
uuid_29251,0,0,0,1196,0,0,0,0,0,0,1,0,0,0,0
uuid_29252,0,2,2,405,0,0,0,0,0,0,142,0,0,0,0
uuid_29253,0,0,0,615,0,0,0,1,0,0,0,1,0,0,0
uuid_29254,0,0,861,0,0,0,32,2,1,0,0,2,0,0,4
uuid_29255,0,1,0,487,0,0,0,0,0,0,1,0,0,0,0
uuid_29256,0,0,0,0,0,0,0,1,0,0,264,0,0,0,6
uuid_29257,0,4,1,9,0,186,0,0,0,0,0,11,0,0,7
uuid_29258,0,0,0,0,0,0,0,0,0,0,1906,0,0,0,6
uuid_29259,0,1,0,0,0,397,0,0,0,0,0,0,0,0,7
uuid_29260,0,0,0,0,0,0,0,0,0,0,0,1914,0,0,2
uuid_29261,0,11,0,0,0,0,240,3,112,0,0,0,2,0,5
uuid_29262,0,5,0,0,0,119,0,1,0,0,0,1201,0,0,2
uuid_29263,2,0,0,0,0,0,1776,0,0,0,0,0,0,0,5
uuid_29264,0,23,0,989,0,0,0,6,0,0,91,2,10,3,0
uuid_29265,0,0,0,0,0,1,1141,3,0,0,0,0,0,0,5
uuid_29266,0,1,0,0,0,0,2,0,0,0,0,0,0,0,5
uuid_29267,0,2,0,0,0,0,0,0,0,0,0,1493,3,0,2
uuid_29268,0,1,0,0,0,0,2,0,0,0,0,1134,0,0,2
uuid_29269,0,0,0,0,0,0,0,0,756,0,0,0,0,0,8
uuid_29270,0,3,0,713,0,0,0,0,1,0,0,0,0,0,0
uuid_29271,0,16,0,224,0,0,1,0,0,0,48,0,0,4,0
uuid_29272,0,3,13,0,0,2,1,0,1082,0,0,0,0,0,8
uuid_29273,0,0,0,426,0,0,0,0,0,0,0,0,0,0,0
uuid_29274,0,24,0,0,0,162,4,0,0,0,18,0,13,4,7
uuid_29275,0,4,0,447,0,0,0,0,0,0,10,0,0,0,0
uuid_29276,0,0,0,27,0,0,450,3,0,0,0,0,0,0,5
uuid_29277,0,44,0,279,0,2,0,0,6,0,0,3,3,8,0
uuid_29278,0,2,1,0,0,0,324,0,0,0,0,0,0,0,5
uuid_29279,0,0,0,0,0,155,0,2,0,0,39,4,0,0,7
uuid_29280,0,2,0,360,12,0,1,2,2,0,0,0,14,0,0
uuid_29281,0,2,0,310,0,0,0,3,0,0,0,0,0,0,0
uuid_29282,15,79,2,0,0,12,21,186,0,0,0,708,2,0,2
uuid_29283,0,0,0,0,0,0,0,2,0,0,1575,0,0,0,6
uuid_29284,0,47,0,225,0,0,2,2,6,0,0,2,4,0,0
uuid_29285,0,0,0,0,0,0,0,0,0,0,0,681,0,0,2
uuid_29286,0,0,0,546,0,0,0,0,0,0,0,0,0,0,0
uuid_29287,0,9,0,295,0,0,0,0,0,0,0,0,0,0,0
uuid_29288,0,1,167,0,0,0,17,28,0,0,8,1,2,0,4
uuid_29289,1,6,1,0,0,10,0,1,571,0,0,0,0,3,8
uuid_29290,0,0,0,541,0,0,2,0,0,0,0,13,0,0,0
uuid_29291,0,1,0,0,0,0,2,2,680,0,0,0,0,0,8
uuid_29292,2,5,1,115,1,37,1,4,4,0,142,16,1,0,6
uuid_29293,0,0,1,476,0,0,0,0,0,0,0,0,0,0,0
uuid_29294,0,111,8,41,0,0,0,0,2,0,117,0,0,1,3
uuid_29295,0,0,1,306,0,0,0,2,2,0,1,0,0,2,0
uuid_29296,0,12,4,0,0,0,0,3,258,1,33,30,0,0,8
uuid_29297,0,0,0,734,0,0,0,9,0,0,0,0,0,0,0
uuid_29298,0,0,0,665,0,0,0,0,0,0,0,0,0,0,0
uuid_29299,0,2,0,0,0,0,1,0,0,0,297,0,3,0,6
uuid_29300,0,43,0,254,0,0,0,0,0,0,3,0,10,7,0
uuid_29301,0,0,0,0,0,0,0,0,0,0,2091,0,0,0,6
uuid_29302,0,0,0,0,0,0,12,0,0,0,356,0,0,0,6
uuid_29303,0,0,0,315,0,0,0,0,0,0,0,1,0,0,0
uuid_29304,0,2,0,588,0,0,0,0,0,0,0,0,0,0,0
uuid_29305,0,32,0,383,0,0,0,4,1,0,0,0,0,0,0
uuid_29306,0,0,628,0,0,0,1,1,0,0,0,0,0,0,4
uuid_29307,0,55,2,0,0,0,0,0,787,0,0,0,1,0,8
uuid_29308,0,0,0,456,0,0,0,0,0,0,0,1,0,0,0
uuid_29309,0,0,0,0,0,0,0,0,3,0,0,5123,0,0,2
uuid_29310,0,0,15,0,1,233,0,0,0,0,1,1,24,0,7
uuid_29311,0,2,0,0,0,0,0,5,1392,0,0,0,0,0,8
uuid_29312,0,10,0,278,0,0,0,0,0,0,0,0,0,0,0
uuid_29313,0,0,156,529,0,0,0,0,0,0,0,0,0,0,0
uuid_29314,0,0,0,379,0,0,0,0,0,0,0,0,0,0,0
uuid_29315,0,0,0,0,0,0,4,1,0,0,0,356,2,0,2
uuid_29316,0,4,2,0,0,0,0,0,475,0,0,0,0,0,8
uuid_29317,0,0,0,400,0,41,0,0,0,0,0,0,0,0,0
uuid_29318,0,0,1,14,0,0,0,23,0,0,297,0,0,0,6
uuid_29319,0,0,0,0,0,0,559,0,0,0,0,0,0,0,5
uuid_29320,0,0,0,0,0,0,0,21,0,0,1393,0,0,0,6
uuid_29321,0,0,0,65,0,157,0,0,0,0,0,2,0,0,7
uuid_29322,0,0,0,0,0,0,0,0,0,0,0,1349,5,0,2
uuid_29323,0,13,0,0,0,0,0,1,0,0,0,513,0,0,2
uuid_29324,0,185,60,0,0,0,0,11,0,1,534,0,0,0,6
uuid_29325,0,0,0,0,0,0,1,0,0,0,0,1264,0,0,2
uuid_29326,0,0,0,907,0,0,0,0,0,0,0,0,0,0,0
uuid_29327,0,0,0,0,0,95,0,1,0,0,0,0,0,0,7
uuid_29328,0,0,1,0,0,0,1,7,4,0,177,0,0,1,6
uuid_29329,249,2,1,0,0,0,0,5,0,0,0,0,0,0,10
uuid_29330,13,0,1,0,0,0,0,0,0,0,1,459,0,0,2
uuid_29331,0,57,0,327,0,0,0,0,0,0,122,0,0,10,0
uuid_29332,0,24,0,0,0,0,9,6,453,0,0,0,28,3,8
