UUID,Automotive,Ent,Finance,Games,Health,Hobbies,Life,News,Parent,Property,Sports,Tech,Travel,Women,group_id
uuid_05367,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0
uuid_05368,9,1,0,0,0,0,0,1,0,0,6,2877,0,0,2
uuid_05369,0,89,0,0,1,0,3537,3,0,0,0,0,0,0,5
uuid_05370,221,17,3,0,0,2,12,1,0,0,14,7,9,4,10
uuid_05371,0,554,0,0,0,0,0,0,0,0,0,0,0,0,1
uuid_05372,0,37,0,242,0,0,0,0,0,0,0,1,0,0,0
uuid_05373,0,0,0,17,0,101,0,1,0,0,0,0,0,0,7
uuid_05374,0,27,0,320,0,18,0,2,0,0,0,0,0,0,0
uuid_05375,0,0,2449,0,0,0,0,0,0,0,0,0,0,0,4
uuid_05376,0,1,0,0,0,2,0,0,0,0,0,995,0,0,2
uuid_05377,1,44,6,5,1,3,496,1078,19,2,85,79,4,177,9
uuid_05378,2,55,102,0,0,2,51,32,163,1,38,0,17,50,3
uuid_05379,2,19,1,148,0,28,45,59,2,1,0,33,0,5,3
uuid_05380,0,0,1432,0,0,0,0,1,0,0,0,0,0,0,4
uuid_05381,0,1,9,0,0,0,1,25,0,311,14,0,0,0,3
uuid_05382,0,0,0,5,0,0,0,0,0,0,0,251,0,0,2
uuid_05383,0,2,0,0,0,0,551,1,0,0,1,0,0,0,5
uuid_05384,9,0,16,0,11,0,947,18,7,0,0,0,9,16,5
uuid_05385,0,123,1,139,0,4,1,0,0,0,0,30,6,0,3
uuid_05386,0,0,0,0,0,0,190,2,0,5,1,12,5,10,5
uuid_05387,0,82,2,0,0,0,0,164,1,1,0,0,1,0,9
uuid_05388,30,15,0,2,0,6,1232,63,0,0,1,2,0,0,5
uuid_05389,0,0,0,530,0,0,0,0,0,0,0,1,0,0,0
uuid_05390,0,0,0,0,0,0,0,0,25,0,0,0,0,7,8
uuid_05391,0,238,0,17,0,0,0,0,0,0,246,0,2,0,6
uuid_05392,20,10,810,0,22,0,31,21,31,26,0,0,61,29,4
uuid_05393,0,1,0,280,0,0,0,1,0,0,0,2,0,0,0
uuid_05394,0,305,1295,0,0,0,5,52,0,6,1,0,7,0,4
uuid_05395,0,905,0,0,0,0,0,0,0,0,12,5,0,0,1
uuid_05396,0,0,0,93,0,102,0,0,0,0,0,1,0,0,7
uuid_05397,161,143,3,0,0,11,6,85,0,0,0,1,1,1,3
uuid_05398,0,14,0,239,0,6,4,3,0,0,0,26,0,0,0
uuid_05399,0,0,0,1112,0,0,0,0,0,0,0,0,0,0,0
uuid_05400,0,0,1190,0,0,0,0,0,0,0,0,0,0,0,4
uuid_05401,0,0,28,0,0,1,108,4,0,0,0,0,15,0,5
uuid_05402,0,6,29,0,0,0,1,3,0,0,121,511,0,1,2
uuid_05403,0,635,0,114,1,0,0,2,0,0,0,2,0,0,1
uuid_05404,0,9,0,200,0,7,0,3,0,0,74,6,8,0,0
uuid_05405,0,0,16112,0,0,0,0,0,0,0,0,0,0,0,4
uuid_05406,0,1,555,194,0,0,21,4,2,38,0,0,65,0,4
uuid_05407,1,0,6,0,0,0,0,0,1,0,0,448,0,0,2
uuid_05408,2,148,7,32,0,0,4,6,0,1,5,1,10,1,1
uuid_05409,3,18,152,0,0,0,0,90,0,2,3,0,0,2,4
uuid_05410,3,13,2,0,0,0,1346,1,0,0,0,0,0,0,5
uuid_05411,0,0,0,0,0,0,0,2,0,0,0,1808,0,0,2
uuid_05412,4,0,20,0,72,0,0,215,9,0,0,0,6,12,9
uuid_05413,0,1,0,0,0,0,0,37,0,1,79,355,0,0,2
uuid_05414,0,2033,0,0,0,0,0,0,0,0,0,0,0,0,1
uuid_05415,0,0,0,0,0,0,363,0,0,0,0,0,0,0,5
uuid_05416,0,14,1,0,0,0,0,7,0,2,1,307,0,0,2
uuid_05417,0,27,0,326,0,0,0,0,0,0,55,0,0,3,0
uuid_05418,0,0,0,279,0,0,1,0,0,0,0,0,0,0,0
uuid_05419,0,0,0,1,0,156,0,0,2,0,0,2,0,0,7
uuid_05420,0,0,0,0,1,0,642,0,0,0,0,0,2,3,5
uuid_05421,0,15,0,4,0,4,128,2,0,0,0,186,567,4,3
uuid_05422,34,9,289,0,48,3,6,208,44,0,0,162,40,54,3
uuid_05423,11,2,29,0,0,1,1,3,0,10,0,236,0,0,2
uuid_05424,0,0,28,0,0,0,21,64,0,0,0,397,0,0,2
uuid_05425,1,0,596,0,1,0,0,80,1,0,0,0,1,0,4
uuid_05426,0,15,43,0,0,1,0,33,0,0,0,992,0,2,2
uuid_05427,0,0,0,0,0,0,9,0,0,0,0,0,0,0,5
uuid_05428,1,83,795,0,0,2,38,2,0,0,7,3,0,3,4
uuid_05429,0,0,0,237,0,0,0,0,0,0,0,0,0,0,0
uuid_05430,0,83,1,2,0,0,1,0,0,0,104,1,0,6,6
uuid_05431,5,24,1,2,0,4,14,206,0,0,16,23,0,12,9
uuid_05432,0,0,413,0,1,0,0,2,0,322,0,0,0,0,4
uuid_05433,0,0,516,0,1,0,7,2,4,6,0,0,3,0,4
uuid_05434,3,27,191,0,2,2,163,60,5,17,25,1,3,4,3
uuid_05435,22,166,0,0,0,0,9,8,7,1,0,1,0,22,1
uuid_05436,0,25,0,712,0,0,0,2,0,0,0,1,0,0,0
uuid_05437,0,11,0,177,0,0,0,0,5,0,36,7,0,2,0
uuid_05438,0,65,0,303,1,0,23,0,6,2,0,278,0,5,3
uuid_05439,0,0,0,0,0,0,0,0,0,0,0,875,0,0,2
uuid_05440,0,9,384,0,1,0,0,1544,0,5,2,15,0,2,9
uuid_05441,0,0,3535,0,0,0,0,0,0,0,0,0,0,0,4
uuid_05442,0,42,0,157,1,35,4,0,0,0,0,1,0,1,0
uuid_05443,0,327,5,5,0,151,0,0,4,1,0,166,0,1,1
uuid_05444,0,17,0,413,0,0,3,0,0,0,0,7,0,0,0
uuid_05445,0,203,6,183,0,0,0,3,0,0,0,0,10,6,1
uuid_05446,0,3,447,37,1,0,0,15,0,0,31,0,0,1,4
uuid_05447,0,0,362,0,0,0,163,4,0,10,0,0,0,2,4
uuid_05448,10,26,10,0,4,0,1,6,6,0,327,0,9,5,6
uuid_05449,0,0,441,0,0,0,6,12,6,0,123,0,0,7,4
uuid_05450,0,80,2,0,0,0,3,10,0,0,0,0,0,2,1
uuid_05451,32,7,1,0,0,0,437,1,0,0,161,0,2,0,5
uuid_05452,0,0,0,0,0,0,0,1238,0,0,0,0,0,0,9
uuid_05453,0,0,1,0,0,1,0,0,0,0,366,0,0,0,6
uuid_05454,1,0,1598,0,0,0,2,1,0,0,0,1,0,0,4
uuid_05455,0,535,0,0,0,0,0,0,8,0,0,16,5,2,1
uuid_05456,0,0,0,178,0,0,0,0,0,0,0,0,0,0,0
uuid_05457,0,1,0,238,1,18,2,12,0,0,26,24,25,0,0
uuid_05458,0,0,1312,0,0,0,1,9,0,0,0,0,0,0,4
uuid_05459,0,110,0,422,0,0,4,0,3,0,8,1,16,0,0
uuid_05460,0,88,34,2,0,1,16,0,44,0,0,274,118,31,3
uuid_05461,0,114,1,0,0,5,2,2,0,0,29,91,0,5,3
uuid_05462,0,5,1,153,0,0,59,3,18,1,1,14,7,16,0
uuid_05463,0,9,177,0,0,1,0,13,4,0,12,1,4,0,4
uuid_05464,3,459,6,0,3,0,139,405,1,13,0,9,24,45,3
uuid_05465,0,205,1,1,0,0,0,0,16,0,44,1,0,19,1
uuid_05466,0,316,1,146,0,0,17,4,21,1,18,11,8,10,1
uuid_05467,14,54,46,0,15,0,153,283,8,0,105,74,15,15,3
uuid_05468,0,553,15,4,1,0,3,0,0,0,0,260,1,17,1
uuid_05469,12,0,397,0,16,0,0,39,19,4,0,0,15,17,4
uuid_05470,0,15,54,0,0,0,1,12,0,0,63,150,0,3,2
uuid_05471,0,0,0,0,0,0,177,42,2,1,0,85,0,11,5
uuid_05472,47,1,0,0,0,0,1562,0,0,0,0,671,0,0,5
uuid_05473,21,1,0,0,0,8,1953,64,0,0,42,2,1,0,5
uuid_05474,0,8,8882,0,0,0,0,0,0,0,0,0,100,0,4
uuid_05475,0,6,0,0,1,0,8,2,0,0,286,38,0,2,6
uuid_05476,0,6,2,0,0,3,11,6,0,122,0,23,0,4,3
uuid_05477,19,1,88,0,29,0,2,46,24,0,0,7,24,40,3
uuid_05478,0,2,23,1,0,0,10,5,1,1,2,8,202,15,3
uuid_05479,0,0,0,393,0,0,0,0,0,0,0,0,0,0,0
uuid_05480,0,0,0,0,0,0,0,1610,0,0,0,0,0,0,9
uuid_05481,0,46,65,0,0,4,272,91,0,0,2,2,0,0,5
uuid_05482,2,5,0,263,0,0,0,46,0,0,0,0,0,1,0
uuid_05483,8,12,5,0,2,0,10,157,1,506,6,0,1,6,3
uuid_05484,0,8,0,550,0,0,0,0,0,0,0,0,0,0,0
uuid_05485,16,1,18,0,1,0,3,239,0,86,0,0,4,0,9
uuid_05486,1,0,111,0,4,41,90,31,10,0,1,137,15,15,3
uuid_05487,27,17,4,0,5,13,1644,170,5,0,0,3,35,0,5
uuid_05488,1,84,6,15,2,14,0,46,2,0,0,0,0,2,3
uuid_05489,1,0,578,0,2,0,0,62,2,0,0,0,4,3,4
uuid_05490,0,43,1,0,0,0,0,0,2,0,0,0,354,0,3
uuid_05491,0,82,0,3,5,0,67,5,0,0,0,4,1,29,3
uuid_05492,0,0,3,0,0,0,0,916,0,0,0,113,1,0,9
uuid_05493,0,144,0,0,0,19,0,0,2,0,69,18,0,1,1
uuid_05494,38,0,139,0,0,0,19,6,0,68,1,226,0,0,3
uuid_05495,0,2421,0,0,19,0,0,1,0,0,2,0,0,0,1
uuid_05496,11,0,0,0,0,1,1193,5,1,0,0,3,0,0,5
uuid_05497,27,43,48,0,25,5,10,313,22,0,0,5,18,42,9
uuid_05498,0,0,8,0,0,0,40,184,0,0,0,0,0,36,9
uuid_05499,0,31,81,0,0,0,23,236,0,0,0,0,0,0,9
uuid_05500,0,33,0,84,0,0,2,10,0,0,0,4,2,4,0
uuid_05501,0,224,0,0,0,0,6,4,0,0,0,0,0,0,1
uuid_05502,0,0,238,0,2,1,23,8,6,40,0,4,5,6,4
uuid_05503,0,0,142,0,0,6,0,68,0,475,0,0,0,0,3
uuid_05504,0,203,1,5,0,16,2,0,4,1,15,0,4,0,1
uuid_05505,106,94,1,0,0,0,101,2,0,22,0,116,0,2,3
uuid_05506,0,428,0,0,0,0,0,0,0,0,0,0,0,0,1
uuid_05507,0,350,0,0,0,0,0,0,0,0,0,0,0,0,1
uuid_05508,0,0,4846,0,0,0,52,40,0,0,0,2,0,0,4
uuid_05509,0,3,0,26,1,0,0,2,0,0,0,0,0,303,3
uuid_05510,5,132,19,0,2,0,0,13,8,0,465,0,1,3,6
uuid_05511,0,0,2300,0,0,0,0,0,0,0,0,0,0,0,4
uuid_05512,0,51,2,0,0,0,3,0,2,0,132,0,5,13,6
uuid_05513,0,3,0,280,0,0,2,1,3,0,0,16,1,0,0
uuid_05514,0,1,235,0,0,0,23,2,0,0,0,0,6,0,4
uuid_05515,3,59,11,82,0,0,1,1,10,1,1,0,0,204,3
uuid_05516,0,0,4,0,0,0,0,1068,0,0,0,0,0,0,9
uuid_05517,0,0,958,0,0,0,1,0,0,0,0,0,0,0,4
uuid_05518,0,4,0,25,0,0,0,0,0,0,9,456,0,0,2
uuid_05519,1,74,1,6,0,1,97,15,0,17,6,21,31,29,3
uuid_05520,0,34,0,4,0,0,6,4,0,1,276,48,0,57,6
uuid_05521,0,99,1,0,0,5,4,225,0,0,0,1,0,0,9
uuid_05522,0,2,31,0,0,0,2538,9,0,228,2,10,0,394,5
uuid_05523,0,0,1,0,0,0,149,47,1,6,1,258,1,2,2
uuid_05524,0,0,0,488,0,0,1,0,0,0,0,23,0,0,0
uuid_05525,0,37,10,411,0,6,1,0,6,0,9,6,0,0,0
uuid_05526,0,71,9,0,0,0,14,711,0,2,77,0,0,1,9
uuid_05527,0,0,0,0,0,0,0,0,0,0,273,0,0,0,6
uuid_05528,0,643,1,238,1,0,1,1,0,0,0,1,1,0,1
uuid_05529,0,0,0,616,0,0,0,0,0,0,0,30,3,0,0
uuid_05530,1,190,0,882,0,42,3,11,0,0,120,7,0,0,0
uuid_05531,5,0,0,0,0,0,0,0,0,0,0,701,0,0,2
uuid_05532,0,249,0,0,0,0,2,19,0,0,4,0,0,1,1
uuid_05533,18,8,354,0,1,0,107,1540,0,0,0,0,0,0,9
uuid_05534,0,0,2191,0,0,2,0,14,0,1,85,2,0,1,4
uuid_05535,0,184,0,0,0,0,1,8,0,0,0,1,2,0,1
uuid_05536,2,0,214,0,5,0,0,388,7,0,0,0,5,3,9
uuid_05537,118,6,185,0,113,1,0,172,81,0,0,0,91,129,3
uuid_05538,0,2,1,0,0,1,2,1,0,615,0,12,18,1,3
uuid_05539,0,8,0,1,0,2,0,14,0,0,74,82,0,0,3
uuid_05540,0,0,418,0,0,0,242,2,6,0,0,0,1,5,4
uuid_05541,0,212,0,0,0,3,21,77,0,0,8,161,0,0,3
uuid_05542,101,0,155,0,94,0,0,116,109,0,0,0,106,109,3
uuid_05543,0,1,0,1,0,0,0,3,0,0,1,1063,0,0,2
uuid_05544,0,0,1627,0,0,0,0,32,0,0,0,0,0,0,4
uuid_05545,23,242,198,1,15,0,14,50,21,15,0,13,33,22,3
uuid_05546,2,40,10,2,0,0,1,40,4,4,1,9,67,3,3
uuid_05547,0,0,27,6,0,0,23,1,0,0,0,0,193,1,3
uuid_05548,0,216,6,46,0,0,0,3,12,0,11,0,1,75,1
uuid_05549,0,1375,0,0,0,0,1,0,0,0,0,0,0,3,1
uuid_05550,0,0,0,317,0,0,0,1,0,0,0,0,0,0,0
uuid_05551,0,131,0,383,0,0,0,0,0,0,1,0,0,0,0
uuid_05552,0,0,967,0,0,0,0,482,0,0,0,0,0,0,4
uuid_05553,1,3,5,3,0,21,61,0,6,0,0,48,0,6,3
uuid_05554,0,0,0,0,0,0,2085,0,0,0,19,0,1,2,5
uuid_05555,0,0,285,0,0,0,0,0,0,0,1207,0,0,0,6
uuid_05556,0,0,0,0,0,0,65,0,0,0,0,21,0,0,5
uuid_05557,2,0,3776,0,0,0,40,20,2,0,0,9,1,1,4
uuid_05558,0,0,2036,0,0,0,0,0,0,0,0,0,0,0,4
uuid_05559,0,484,0,0,0,0,0,0,0,0,0,0,0,0,1
uuid_05560,0,0,0,747,0,0,38,3,0,0,1,4,0,0,0
uuid_05561,0,1,13,0,0,0,179,595,0,0,0,0,0,0,9
uuid_05562,0,4,2737,0,0,0,7,3,0,0,0,115,0,0,4
uuid_05563,1,1372,31,0,0,0,4,12,10,2,7,1,1,2,1
uuid_05564,0,39,0,739,0,4,3,0,0,0,0,14,6,0,0
uuid_05565,12,68,3,0,0,0,0,14,0,3,2,1436,2,2,2
uuid_05566,0,46,0,1,0,0,24,8,0,0,88,27,6,104,3
uuid_05567,0,2,1,3,0,0,24,2,0,2,0,767,2,0,2
uuid_05568,0,119,870,0,0,6,14,295,2,0,0,9,0,0,4
uuid_05569,0,12,0,194,0,0,0,0,0,0,0,0,0,0,0
uuid_05570,0,11,0,530,0,0,0,0,0,0,1,98,0,0,0
uuid_05571,0,0,2598,0,0,0,1,0,0,0,0,28,0,0,4
uuid_05572,0,109,0,190,0,51,3,0,0,0,0,3,1,0,0
uuid_05573,0,6,0,0,0,0,0,1,0,0,185,2,1,0,6
uuid_05574,0,0,0,398,0,0,0,0,0,0,0,0,0,0,0
uuid_05575,0,1,0,389,0,0,0,0,0,0,0,0,128,0,0
uuid_05576,0,8,0,86,0,0,0,0,0,0,0,254,0,0,2
uuid_05577,0,107,1,0,0,0,1,0,4,0,0,8,380,22,3
uuid_05578,2,0,0,0,0,0,0,0,22,0,0,442,2,11,2
uuid_05579,0,60,0,0,0,0,0,3,0,0,0,113,0,0,2
uuid_05580,1,39,1,19,0,0,18,4,2,0,237,0,0,3,6
uuid_05581,0,57,0,16,0,0,0,0,0,0,11,223,0,0,2
uuid_05582,0,790,0,1,0,2,0,0,0,0,0,0,0,0,1
uuid_05583,0,177,0,178,0,0,0,0,0,0,0,6,0,0,1
uuid_05584,0,1,0,0,0,0,0,0,0,15,54,279,0,0,2
uuid_05585,0,0,2,1136,0,0,33,0,0,0,5,5,0,0,0
uuid_05586,0,1,0,6,1,0,0,6,0,140,0,7,0,0,3
uuid_05587,0,295,20,0,0,0,61,5891,0,2,173,1,0,0,9
uuid_05588,0,25,32,136,0,0,0,6,0,0,0,0,1,0,0
uuid_05589,0,587,0,121,0,0,0,5,0,0,106,0,0,6,1
uuid_05590,0,23,28,5,0,0,1,0,0,0,566,2014,0,0,2
uuid_05591,0,460,0,0,0,0,0,0,0,0,0,0,0,0,1
uuid_05592,0,0,2540,0,0,0,0,0,0,0,0,0,0,0,4
uuid_05593,0,2,0,1036,0,0,0,0,0,8,0,0,0,0,0
uuid_05594,2,0,5,0,4,0,8,2,3,0,403,10,3,5,6
uuid_05595,0,67,0,209,0,22,0,0,0,0,0,6,36,0,0
uuid_05596,0,507,0,1,0,0,0,0,0,0,0,0,92,19,1
uuid_05597,0,1,0,0,0,0,0,1,32,0,12,222,0,0,2
uuid_05598,0,18,0,46,0,1,0,2,0,0,291,0,0,0,6
uuid_05599,0,131,0,2,0,0,0,0,0,0,0,0,0,0,1
uuid_05600,5,29,363,0,10,0,0,152,6,1,0,0,5,8,4
uuid_05601,1,86,0,0,0,0,0,1,0,0,1,20,229,35,3
uuid_05602,0,2,0,517,0,0,1,5,0,0,35,0,4,0,0
uuid_05603,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7
uuid_05604,0,0,4,0,0,0,3,5,0,771,0,0,0,0,3
uuid_05605,18,30,0,0,0,0,1344,11,1,0,0,16,2,0,5
uuid_05606,0,87,0,141,0,0,0,0,5,0,167,3,0,2,3
uuid_05607,2,46,3,5,0,1,0,8,0,0,152,0,0,2,6
uuid_05608,22,0,0,1,0,38,1987,12,0,0,0,0,0,2,5
uuid_05609,0,34,0,0,0,0,1,265,0,0,0,0,0,0,9
uuid_05610,0,10,1904,0,0,0,0,0,0,0,0,0,0,0,4
uuid_05611,0,2,0,0,0,0,54,0,0,0,2,0,109,0,3
uuid_05612,0,34,0,193,1,0,4,0,0,0,0,3,0,0,0
uuid_05613,0,61,0,0,0,0,0,62,0,1,1,36,0,2,3
uuid_05614,0,33,0,0,0,0,290,3,10,4,0,11,0,0,5
uuid_05615,0,2,252,0,0,0,1,49,0,0,0,83,0,0,4
uuid_05616,0,1,0,260,0,0,0,0,0,0,0,0,104,0,0
uuid_05617,0,6,0,352,0,0,0,0,0,0,0,0,0,0,0
uuid_05618,0,0,0,563,0,0,0,1,0,0,0,0,0,0,0
uuid_05619,0,0,1659,0,0,0,0,2,2,4,0,0,0,0,4
uuid_05620,0,0,709,0,0,0,4,3,2,0,0,9,0,2,4
uuid_05621,2,5,0,2,0,131,11,4,0,4,40,8,0,4,7
uuid_05622,0,2,0,1,0,1,0,0,0,1,2,1,0,0,3
uuid_05623,7,150,4,0,0,26,506,72,0,0,16,0,42,0,5
uuid_05624,0,0,1704,0,0,0,0,0,2,0,0,0,0,10,4
uuid_05625,0,100,0,0,0,0,3,13,0,0,0,916,0,0,2
uuid_05626,0,1,0,0,0,0,815,5,1,0,0,141,0,0,5
uuid_05627,5,58,0,0,0,0,34,1,0,0,5,0,1,0,1
uuid_05628,0,30,26,0,0,0,35,321,0,0,88,0,0,0,9
uuid_05629,0,0,0,2801,0,0,0,0,0,0,0,0,0,1,0
uuid_05630,0,0,0,0,0,0,0,0,0,0,0,1040,0,0,2
uuid_05631,93,0,259,0,117,0,0,183,81,0,0,9,87,142,3
uuid_05632,2,0,1,0,0,0,2061,4,0,0,0,0,0,0,5
uuid_05633,0,2,1383,1,0,2,0,0,0,0,0,0,0,0,4
uuid_05634,5,13,2419,0,0,0,3,55,0,0,15,3,0,1,4
uuid_05635,0,0,1047,0,0,0,0,0,0,0,0,68,0,0,4
uuid_05636,0,13,1,0,0,0,423,14,0,0,0,0,4,0,5
uuid_05637,0,2,0,197,0,1,5,36,0,2,10,52,1,0,0
uuid_05638,0,0,219,0,0,0,0,1543,0,0,0,30,0,0,9
uuid_05639,0,6,0,139,0,0,0,4,0,0,2,0,0,3,0
uuid_05640,0,226,0,332,0,0,0,1,0,0,0,0,0,0,0
uuid_05641,1,24,4,274,0,2,38,182,12,0,1,18,1,20,3
uuid_05642,0,380,0,26,0,0,0,0,2,0,0,0,8,0,1
uuid_05643,0,0,0,0,6,0,0,0,18,0,0,0,0,6,8
uuid_05644,0,1,253,0,0,0,0,230,0,0,0,0,0,0,9
uuid_05645,0,6,17,0,0,78,69,27,0,15,0,939,4,0,2
uuid_05646,0,9,2,0,0,0,10,8,0,31,0,0,0,10,3
uuid_05647,0,0,0,0,1,0,0,3,0,0,0,1350,0,11,2
uuid_05648,62,10,9,2,0,244,820,119,2,3,156,329,1,2,5
uuid_05649,0,14,1,522,0,0,3,4,0,0,2,1,0,4,0
uuid_05650,0,436,1,13,0,0,0,0,0,0,46,0,0,0,1
uuid_05651,0,279,1,230,0,0,0,1,1,0,0,1,24,3,1
uuid_05652,15,1,0,0,0,10,842,0,0,0,0,0,3,3,5
uuid_05653,0,278,0,0,1,0,0,0,84,0,0,29,0,0,1
uuid_05654,0,218,0,264,0,0,0,1,0,0,33,0,0,0,0
uuid_05655,0,8,0,845,0,0,0,0,0,0,0,4,15,0,0
uuid_05656,0,181,20,583,0,0,7,2,0,0,0,9,0,0,0
uuid_05657,0,103,3,6,0,7,1,29,0,73,3,9,6,2,3
uuid_05658,0,0,171,3,0,0,0,1,0,0,0,0,0,0,4
uuid_05659,0,32,348,0,1,0,0,0,0,0,0,0,0,0,4
uuid_05660,0,691,146,0,0,1,0,0,76,3,50,0,0,0,1
uuid_05661,0,51,1215,0,0,1,3,57,0,5,0,5,19,12,4
uuid_05662,0,9,0,606,0,1,0,0,0,0,0,3,1,0,0
uuid_05663,0,1450,14,0,0,1,0,4,0,1,0,0,0,0,1
uuid_05664,0,0,0,496,0,1,2,7,2,0,1,1,0,0,0
uuid_05665,0,720,0,68,0,1,15,4,15,0,0,0,0,1,1
uuid_05666,1,0,0,0,0,0,0,796,1,0,0,0,6,1,9
uuid_05667,0,52,0,0,0,0,0,99,0,0,0,0,0,0,9
uuid_05668,0,219,0,23,0,0,0,0,0,0,193,0,53,8,3
uuid_05669,0,138,1,0,0,0,380,20,0,0,0,1,2,1,5
uuid_05670,0,0,0,220,0,0,0,0,0,0,0,3,0,0,0
uuid_05671,0,9,1,19,0,0,0,9,0,2,153,5,0,0,6
uuid_05672,0,3,3,1,0,0,7,6,0,18,0,91,31,4,2
uuid_05673,0,340,0,168,0,0,0,1,19,0,0,0,0,3,1
uuid_05674,0,1,0,524,0,0,9,0,0,0,0,15,0,0,0
uuid_05675,0,0,244,0,0,0,0,3,0,0,0,4,0,3,4
uuid_05676,1,5,0,300,1,0,2,0,1,0,0,0,0,0,0
uuid_05677,0,54,1083,0,0,13,5,47,0,0,0,0,0,0,4
uuid_05678,0,18,0,0,0,0,0,0,0,2,0,27,155,19,3
uuid_05679,0,1,0,0,1,0,234,2,3,0,1,0,0,0,5
uuid_05680,0,151,0,1003,0,0,0,3,0,0,0,0,0,0,0
uuid_05681,0,209,12,1,0,0,0,2,7,0,1,24,0,4,1
uuid_05682,0,63,0,0,0,609,11,0,0,0,0,0,0,0,7
uuid_05683,0,97,1,28,0,0,0,3,3,0,69,6,84,7,3
uuid_05684,1,0,0,0,0,0,1043,11,0,0,0,0,0,0,5
uuid_05685,0,940,0,0,0,0,57,0,0,0,0,0,0,0,1
uuid_05686,0,265,0,1,0,0,0,0,6,0,0,0,0,0,1
uuid_05687,0,390,0,0,0,0,10,0,31,0,22,7,0,49,1
uuid_05688,13,226,23,0,0,0,11,151,9,81,0,11,7,5,3
uuid_05689,0,0,531,0,1,0,1,26,2,0,0,0,2,1,4
uuid_05690,0,0,644,0,0,0,0,0,0,0,0,0,0,0,4
uuid_05691,4,246,0,0,0,0,0,0,0,16,0,197,0,0,1
uuid_05692,0,0,0,293,0,0,0,0,0,0,0,0,2,0,0
uuid_05693,0,6,399,0,0,0,0,6,0,5,0,0,0,10,4
uuid_05694,55,0,0,0,0,25,2538,0,0,0,0,11,0,0,5
uuid_05695,0,1,0,3,0,0,0,0,0,0,67,243,0,0,2
uuid_05696,0,2068,0,0,0,1,0,0,0,0,1,0,0,0,1
uuid_05697,2,59,4,0,0,0,0,47,8,0,0,908,78,6,2
uuid_05698,2,4,2,14,0,0,10,12,21,5,54,31,0,10,3
uuid_05699,1,0,1,613,0,1,1,0,1,0,4,3,0,0,0
uuid_05700,0,3,0,0,0,0,0,0,0,0,0,3902,0,0,2
uuid_05701,0,0,2433,0,0,0,0,0,0,0,0,0,0,0,4
uuid_05702,10,84,18,0,7,0,10,133,6,0,0,2,10,7,9
uuid_05703,0,1,0,0,0,0,1,0,0,0,0,518,0,0,2
uuid_05704,0,36,3,0,0,0,549,3,0,0,0,0,0,0,5
uuid_05705,146,0,0,0,0,0,2448,5,0,0,0,0,0,0,5
uuid_05706,2,5,0,4,0,2,90,4,0,0,0,3,0,5,5
uuid_05707,0,0,1,429,0,274,5,0,0,0,0,3,0,0,0
uuid_05708,0,1,44,0,2,0,0,2,4,0,0,1089,0,3,2
uuid_05709,17,1095,633,0,0,1,1,9,2,0,2,6,0,0,1
uuid_05710,2,131,9,4,1,0,1,272,7,0,186,3574,2,5,2
uuid_05711,0,0,1158,0,0,8,12,0,0,0,0,10,0,0,4
uuid_05712,0,1,1246,0,0,0,0,2,0,0,0,0,20,0,4
uuid_05713,0,0,38,0,0,0,0,704,0,0,0,0,0,0,9
uuid_05714,0,732,1,1,3,0,0,336,0,0,0,0,0,0,1
uuid_05715,0,46,5,114,0,0,0,1,0,0,0,0,0,0,0
uuid_05716,0,58,3,96,0,19,5,28,0,0,6,0,0,0,3
uuid_05717,0,13,0,107,0,1,0,4,0,0,0,47,2,3,0
uuid_05718,0,1,0,0,0,0,0,0,0,0,23,290,0,0,2
uuid_05719,0,137,6,4,0,46,5,5,41,1,1,3,1,5,1
uuid_05720,0,0,1410,0,0,0,0,1,0,0,0,0,0,0,4
uuid_05721,0,47,5520,1,0,0,0,0,0,0,0,816,0,0,4
uuid_05722,0,11,9,0,0,0,0,23,0,142,146,0,12,1,3
uuid_05723,0,1,1343,0,0,0,0,0,1,0,0,0,0,0,4
uuid_05724,0,0,0,0,0,0,5,0,0,0,59,258,9,2,2
uuid_05725,89,4,136,0,98,0,20,222,90,0,269,0,95,91,3
uuid_05726,0,10,0,28,0,1,0,0,0,0,0,3,0,0,0
uuid_05727,0,124,5,4,0,0,10,3,0,0,206,1,0,0,6
uuid_05728,0,226,5,0,0,0,0,2,0,0,0,0,27,2,1
uuid_05729,0,0,568,0,0,0,0,1,0,0,0,0,0,0,4
uuid_05730,0,106,3,113,0,0,0,2,0,0,11,6,37,12,3
uuid_05731,0,0,606,0,6,0,1,0,0,0,0,1,0,0,4
uuid_05732,0,67,0,72,0,0,12,180,0,0,0,0,0,1,9
uuid_05733,0,40,8044,0,0,0,6,61,0,0,0,27,0,0,4
uuid_05734,0,4,1,1,1,0,38,7,0,122,12,2077,17,0,2
uuid_05735,197,2,0,16,0,0,0,0,0,1,4,0,0,0,10
uuid_05736,0,14,0,507,0,0,0,0,0,0,0,0,0,0,0
uuid_05737,0,0,1,267,0,0,0,0,0,0,0,0,0,0,0
uuid_05738,0,6,0,0,0,0,4,0,0,0,0,278,10,0,2
uuid_05739,0,16,551,12,0,0,0,3,0,0,0,1,0,5,4
uuid_05740,0,2,0,471,0,0,0,0,0,0,0,0,0,1,0
